Place,URL,Latitude,Longitude,Program,Number of Participants,Organizers
"Kampala, Uganda",http://accu.or.ug/,0.3136,32.5811,"ACCU will organise a meet up of 40 people identified from civil society, media, government and general public. This will take place at her offices and presentations on our theme &ldquo; open contracting, a key to inclusive development&rdquo; will be made. ACCU will showcase her Open Contracts platform commonly known as USER ( Uganda System for Electronic open data Records), a civic tech initiative where the Kampala Capital City Authority (KCCA) which is a government entity, inputs contracts and procurement information on the tech tool for re-use by the citizens. Citizens will be given an opportunity to share the milestones registered as a result of USER as well as KCCA.We shall have a round table session chaired by independent open data activists, Civil Society Organisations and government entity specialising in open contracting who provide information on three thematic areas i.e open contracting; a key to restoring citizens trust in government, strengthening the open contracting family in Uganda and what happens to open data without internet. Group chairs will share the findings with everyone and an action plan dubbed- ""how can we make it happen"" with key responsibility centers for strengthening the the open date fraternity in Uganda shall be made.",40,Anti Corruption Coalition Uganda
"Kampala, Uganda",www.kyu.ac.ug,,,"Presentation, exhibition, library tour",40,Kyambogo University Library
"Karlsruhe, Germany",http://de.opendataday.org/karlsruhe/,49.00689,8.403653,Code for Germany Open Data Day Event,TBD,OK Lab
"Kathmandu, Nepal",http://www.opennepal.net/odd2017,27.6913308,85.3167517,International Open Data Day 2017,100,YoungInnovtions Pvt. Ltd. 
"Kathmandu, Nepal",https://www.facebook.com/events/229511204188190/,,,Open Data in Migration: Celebrating Open Data Day,Up to 30,Accountability Lab
"Kathu, South Africa",https://www.facebook.com/events/363045514068427/,-27.702231,23.058937,Using open data to address solutions for the area of Kathu,100,"Deaprtment of Enomic Development, OGP SA, DCVH, Geekulcha http://geekulcha.com/"
"Kawasaki City,Japan","https://www.meetup.com/ja-JP/open_kawasaki/events/236333882/?eventId=236333882
",35.579792,139.661382,"International Open Data Day 2017 in Kawasaki, 
Ideason of ""Kawasaki Application""",15,"Open Kawasaki 
http://openkawasaki.org/"
"Kazan, Russia",https://te-st.ru/events/open-data-day-regions/,55.7954215,48.932879,International Open data day + meetup,,Teplitsa of Social Technologies (te-st.ru) 
"Kinshasa, DRCONGO",TBD,-4.322447,15.307045,Conference on the role and importance of Open data on Extractives industry areas in DRCongo,50-100,DRCONGO  Open Data  Initiative
"Kishiwada city,Osaka pref,Japan",http://www.wakayama-u.ac.jp/kishiwada/post_432.html,34.46623,135.36998,Kishiwada Open Datathon2017,30,Wakayama univ.Kishiwada Satellite
"Kisumu, Kenya",http://www.lakehub.co.ke/,-0.1049751,34.7424995,"Using Open Data for Environment, LakeHub will invite attendees for presentations, talks and a datathon",30,LakeHub
"Kosai city, JAPAN",https://open.kosai.org/,34.719446,137.531612,Workshop,20,OpenData Hamanako
"Kurume city,Japan",https://www.facebook.com/kurume.opendata/,33.319286,130.508374,Open Data Day 2017 in Kurume,40,Kurume Open Data Promotion Research Group
"Kyiv, Ukraine",https://www.facebook.com/NaUKMA.Library/,50.464262,30.519364,Open Data Day ,20,National University of Kyiv-Mohyla Academy Library
"Kyoto,Japan",https://opendatakyoto.connpass.com/event/51423/,35.011436,135.762269,International opendata day 2017 in Kyoto  (WikipediaTOWN & OSM MappingParty),25,Kyoto Opendata Application Group
"L'Aquila, Italy",https://www.facebook.com/events/1614832921864304/,42.355377,13.41281,"Open data Day - Istituto Superiore Stalale ""Amedeo D'Aosta"" - L'Aquila",100,"I.S.S. Amedeo D'Aosta, Europe Direct Teramo, ANCI Giovane Abruzzo"
"La Paz, Bolivia",https://blog.agetic.gob.bo/2017/03/mas-datos-mas-informacion/,-16.497544,-68.1341,More Data then more Information ,120,ICT Electronic Goverment Agency
"Lagos, Nigeria",http://www.opencon2016.org/open_data_day_2017_lagos,6.5233,3.5408,Open Data Day 2017 Lagos,400,"Adisa Bolutife, Open Switch Africa, University of Lagos Science students Association."
"Larino(CB), Italy","https://www.facebook.com/Ludusetlabor-A-Scuola-di-OpenCoesione-1553075991389167/
",41.827742,14.915524,Open data Day - Istituto Superiore Larino - sezione Liceo classico,90,@ludusetlabor1
"Lecce, Italy ",https://www.facebook.com/events/1841478712793209/1841478719459875/?notif_t=like&notif_id=1487425129999317,40.344627,18.1849494,Open Data Cultura,100,@Millytucci @ItesOlivetti @MonithonCalabria @AicaPuglia @OpenPatti @OpenPuglia @Integrity @WIP4Eu @Opencoesione
"LECCE, Italy ",http://www.itesolivettilecce.gov.it/,40.3451905,18.1866788,"The open data will be analyzed in all its relevance, the initiative aims to provide an overview on the opportunities provided by open data, transparency and participation, not only free but also research, innovation, acquisition opportunities of digital skills, development of culture , the economy and good citizenship",150,"Secondary School ITES ""A. Olivetti"" Lecce "
"Lecce, Italy ",https://www.facebook.com/GliocchidiApollo/,40.383333,18.183333,"Open Data Day- Tema: il gruppo ""Gli occhi di Apollo"" illustrerà il progetto al pubblico.",200,"ITES ""A. Olivetti"" "
"Leipzig, Germany",de.opendataday.org/leipzig,51.339695,12.373075,Open Data Day Leipzig,TBD,"Code for Germany, OK Lab Leipzig"
"Liceo Pizzi Capua, Italia",https://www.facebook.com/clock.art.71?fref=ts,41.106509,14.210553,Open Data Day ClorkArt'sPizzi and l'ex Convento dell'Annunziata,200,"ClockArt'sPizzi  - Liceo ""S. Pizzi"" di Capua"
"Liceo Pizzi Capua, Italia",http://www.liceopizzi.gov.it/,41,14,Open Data Day ClorkArt'sPizzi and l'ex Convento dell'Annunziata,200,"ClockArt'sPizzi  - Liceo ""S. Pizzi"" di Capua"
"Locri, Italy",https://asocmegalehellas.wordpress.com/,38.23868,16.25957,Open Data Day della Locride #ASOC1617 Un percorso delle scuole alla scoperta della trasparenza delle PA e dei dati aperti,0,"EuroKom, Europe direct, Monithon Calabria"
"Lomé, Togo",http://minodoo.com/,6.130419,1.215829,"Open Data Day Togo Workshop for Civic Tech | Gathering Journalists, Data Enthusiasts & Coders.",,Minodoo
London,https://github.com/sparcopen/Open-Research-doathon,51.528308,-0.3817765,Open Research Data,35,SPARC & NIH; @McArthur_Joe / @EvoMRI
London ON Canada,https://www.meetup.com/rladies-ldnont/events/237906159/,42.9849,81.2453,"Open Data Day in London ON, kick-off R-Ladies #LdnOnt event, featuring an R-Markdown tutorial",20+,R-Ladies LdnOnt https://www.meetup.com/rladies-ldnont/
"Los Angeles, CA, USA",http://californiadatacollaborative.org/calendar/2017/3/4/open-water-rate-spectactular,34.066008,-118.235226,Open Water Rate Spectacular,30,California Data Collaborative (vyki@compiler.la)
"Los Angeles, CA, USA",http://www.lacontroller.org/open_data_day_pressrelease,34.0537,-118.2427,Los Angeles City Council and the City Controller will be presenting a resolution on March 3rd in celebration of International Open Data Day and marking March 4th Open Data Day in the City.,~50,"Los Angeles City Controller Ron Galperin, Councilmember Bob Blumenfield (contact: melissa.petersen@lacity.org)"
"Louisville, KY",https://www.meetup.com/Louisville-Civic-Data-Alliance/events/237373228/?showDescription=true,38.2574636,-85.7629547,Louisville - Open Data Day - Public Safety,100,Louisville Civic Data Alliance - http://www.civicdataalliance.org
"Lugo di Romagna, Italy",https://drive.google.com/file/d/0B285aRfZDUKiUDlTdVdxLTl0VkJaTjU2eHJuSDduWGExZVdN/view?usp=drivesdk,44.4166,11.9166,"Open Data Day 2017 , Convegno 'Open data , i soliti ignoti?'",50,Polo tecnico professionale di Lugo in collaborazione con A scuola di Opencoesione
"Lyon, France",https://codecitoyen.github.io/villes/lyon.html,45.764043,4.835659,"Nuit Code Citoyen: talks, workshops & hackathon about civic tech & open data",50,Les Bricodeurs
"Macerata, Italy",http://www.unimc.it,43.300099,13.454079,"Open data e protezione dei dati personali nel contesto dell’Agenda
digitale italiana",100+,University of Macerata
Maddaloni (Italy),http://www.liceoscientificocortese.gov.it,41.036579,14.390264,Open data Day 03.03.2017 I dati aperti di Palazzo Carafa,100,Liceo Scientifico N. Cortese - Movimento Maddaloni Green
Maddaloni (Italy),http://www.liceodongnocchi.it/index.php/l-istituto,41.041,14.3777,Open data DAY  evento  per il progetto ASOC  Presentation to the public of civil monitoring activities made through Asoc Project and promoting of OpenData release,,Liceo Don Gnocchi  & Fondazione Giuseppe Ferraro Onlus 
"Madrid, Spain",https://www.meetup.com/es-ES/Madrid-Abriendo-Datos/events/237929954/,40.41044,-3.69406,"Hackatón de Datos Abiertos en Medialab-Prado junto con el Taller de Producción de Periodismo de Datos 2017 ""La España vacía""",100,"Datalab de Medialab-Prado @datalabx @medialabprado, Journocoders Madrid @journocodersmad, @Wikimujeres_es, Open Knowledge España @okfn_spain, ODI Madrid @odi_madrid, R-Madrid "
"Magione di Perugia,Umbria,Italia",http://www.ascuoladiopencoesione.it/blogs/1/810,43.136493,12.203536,"Open data day team Love in territory. Tavola rotonda, presentazione progetto Opencoesione ASOC presso scuola media G.Mazzini di Magione",100+,3A ITE Magione docenti referenti Melcarne Luigia e Pasquarella Maria Luisa
"Manila, Philippines",https://ph.okfn.org/ https://web.facebook.com/groups/openknowledgeph/,14.599512,120.984222,Open Data Day 2017,100+,Open Knowledge Philippines and Mapua Student Council
"Mbarara, Uganda",,-0.617,30.6565,OpenCon 2017 Mbarara,TBC,"OOO Uganda Research Network, Mbarara University of Sceince and Technolgy "
"Mdellín, Colombia","https://ingenieriaudea.maps.arcgis.com/apps/MapTour/index.html?appid=1bd4ea73688a4aa39307d0f113d6211e
https://ingenieriaudea.maps.arcgis.com/apps/MapJournal/index.html?appid=9bf33d6bb44840caa924e4ceff99c207
https://ingenieriaudea.maps.arcgis.com/apps/Cascade/index.html?appid=38ad4e4fb8d847279128f89b7cdd8e38
https://ingenieriaudea.maps.arcgis.com/apps/Cascade/index.html?appid=0eaf3cb0b8404c329e033e05c7c4b13a
https://ingenieriaudea.maps.arcgis.com/apps/MapJournal/index.html?appid=398468d8f9be488bb53db82a8b24ebc9&edit
https://ingenieriaudea.maps.arcgis.com/apps/MapTour/index.html?appid=b06199c707cb49ac873948b4a2481258
https://ingenieriaudea.maps.arcgis.com/apps/MapTour/index.html?appid=f36e23f2bc584a51bdc39376cc1a51fa
https://ingenieriaudea.maps.arcgis.com/apps/MapTour/index.html?appid=bf6766256f69451bb7fd963dd8b48541
https://ingenieriaudea.maps.arcgis.com/apps/MapTour/index.html?appid=70f5f553ab7a475d95a1bb4aa20fbd79
https://ingenieriaudea.maps.arcgis.com/apps/MapJournal/index.html?appid=f1ed200750934764a53a8e87493007ca
https://ingenieriaudea.maps.arcgis.com/apps/Cascade/index.html?appid=96d60451e5e04100af4024a1cb34181f
https://ingenieriaudea.maps.arcgis.com/apps/MapSeries/index.html?appid=92ace37735df4252b5e771893a550761
https://ingenieriaudea.maps.arcgis.com/apps/MapJournal/index.html?appid=9ea9b08caeee447aabf19d3cf55c0182
",6.2683189,-75.5677837,Opend Data Day 2017 - Discussion about open data and its contribution to our society. Creation of Story Maps.,20-30,"GeoSiG Udea, Universidad de Antioquia"
"Medellín, Colombia",https://www.meetup.com/Datos-Abiertos-y-Gobierno-Abierto-en-Medellin/events/237687483/,6.217,-75.567,Datos abiertos y gobierno abierto en Medellin,30,Plataforma de datos abiertos Tupale.co
"Medellín, Colombia",http://datosabiertosmedellin.org,6.2913889,-75.5361111,Laboratorio de datos para la Paz -Open Data Day Colombia,60,Fundación Gobierno abierto Colombia
MEDIA+CAFE Hu:,https://sites.google.com/view/codeacross-2017,37.558934,126.924164,"CODE ACORSS 2017 Seoul - Harmless and covert
(코드 어크로스 2017 - 무해한 음모수준의 은밀한)",8,Code for Seoul
"Merate, Italy",https://twitter.com/ATEAM54256073?lang=it http://www.ascuoladiopencoesione.it/blogs/1/700 ,45.69401,9.42527,Discussing about open data and their contribution in our analysis of the water cycle: from distribution to purification of the water ,30,"ATEAM - class 4°B AFM, ISS Francesco Viganò                                                                           Europe Direct Monza"
"Messina, Italy",http://parliamentwatch.it/saa,38.193938,15.555836,Open Data Day // Open Government Week,100,Parliament Watch Italia
"Messina, Italy",https://www.facebook.com/events/1124998497627223/,38.2109272,15.5432318,"Open Art - Open Data Day sulle attività svolte dal Team ""Wait On"" dell'I.I.S. Antonello nell'ambito del Progetto ""A scuola di OpenCoesione"" a.s. 2016/17; Mostra e workshop sul mondo degli Open Data.",200,"Team ASOC Wait On (studenti dell'indirizzo tecnico Grafica e comunicazione) - Dirigente scolastico: Prof.ssa Maria Muscherà; Docenti Referenti: Prof.ssa Rossella Arena e Prof.ssa Flavia Tortorella; Pres. Associazione ""Cara Beltà"" Dott.ssa Milena Romeo. "
Mexico City,https://www.facebook.com/events/216547255416119/,19.412974,-99.1668148,Datathon of the Failure Institute and conferences of successful initiatives using open data with major impact in México including Open Contracting,100,"@HFMexicoCity, @hackfundgdl, @WayraMexico, @FuckupNight, @CivicaDigital"
Mexico City,TBD,19.4120798,-99.182841,"Data Expedition, Workshops, Panel and lightning talks",150,"Socialtic, Data Pub, Centraal, Google. CodeandoMéxico"
"Miami, Florida, USA",https://www.meetup.com/Code-for-Miami/events/236655049/,25.761681,-80.191788,Open Data Day ,,"Code For Miami, CIC Miami, Code for America"
"Milano, Italy",https://www.eventbrite.it/e/biglietti-4x4open-32357403866,45.283828,9.10534,"4x4=OPEN One day dedicated to the culture of open data promoted by the Councilor for Partecipation & Open data of the Municipality of Milan. 4 speech, 15minutes each on data viz, data journalism, urban planning. ",100/120,Councilor for Partecipation & Open Data | Municipality of Milan
"Minneapolis, Hennepin County, Minnesota, USA",http://www.hennepin.us/geocode,44.9804301,-93.2721246,Unconference + Coding Space,~100,"Hennepin County, Open Twin Cities"
"Mishima-city,Shizuoka,Japan",https://www.city.mishima.shizuoka.jp/ipn030113.html,35.091595,138.9240006,Conference + Workshop,45,"Mishima City,Code for Numazu"
"Mito-city, Ibaraki, Japan",http://www.city.mito.lg.jp/000271/000273/000280/000321/p017398.html,36.3804099,140.4658081,"Open Data Day2017@Art Tower Mito, Seminar and workshop about open license and promoting OpenGLAM movement",20,"Code for Ibaraki, Mito City, http://codeforibaraki.org/, Mito Arts Foundation http://www11.arttowermito.or.jp/index_en.html"
"Miyazaki, Japan",https://www.facebook.com/events/1393946273988930/,31.919827,131.433888,International opendata day 2017 in Miyazaki,~20,CODE for MIYAZAKI
"Mobara,Chiba,Japan",https://www.facebook.com/events/1260753557347709/,35.4285598,140.28797,International Open Data Day 2017 in Mobara,30,http://www.city.mobara.chiba.jp.e.rr.hp.transer.com/0000003948.html
"Monte Sant'Angelo, Italia",https://www.gtgiordani.it/,"41°42'23""04 N","15°58'6""60 E",,100,"Istituto di istruzione superiore ""Gian Tommaso Giordani"", 3^ A liceo classico, team Borderline"
"Monte Sant'Angelo, Puglia, Italy",https://www.gtgiordani.it/,42,16,"Open Data Day about our project, connected with A Scuola di OpenCoesione",100,"Liceo Classico Gian Tommaso Giordani, classe 3^A, team Borderline."
"Montevideo, Uruguay",https://www.meetup.com/es-ES/Cafes-de-DATA/events/237526839/?eventId=237526839,-34.910637,-56.197587,Café de DATA - Día Mundial de los Datos Abiertos,~20,DATA Uruguay
"Montreal, Quebec, Canada",http://www.y4pt.org/projects/hackathon,45.501689,-73.566667,Y4PT Global Transport Hackathon,TBC,Youth For Public Transport (Y4PT)
"Moscow, Russia",msk.opendataday.ru ,55.75222,37.61556,International Open data day and Hackathon 2017 in Moscow,150,"NGO ""Information culture"""
"Munich, Germany",http://de.opendataday.org/muenchen/,48.135125,11.581981,Code for Germany Open Data Day Event,TBD,OK Lab
"Münster, Germany",de.opendataday.org/muenster,51.960665,7.626135,Open Data Day Münster,TBD,"Code for Germany, OK Lab Münster"
"Muroran,Japan",,42.354438,141.019841,Code for Muroran Meeting,10,
"Nairobi, Kenya",http://www.invonews.com/,-1.292070,36.82195,"A one-day workshop for student journalists exposing them to the concept and use of Open Data platforms, and training them in developing news stories using open data.",30,Journalism lecturer
"Nantes, France",https://mensuel.framapad.org/p/jYCeV8D6g3,47.217250,-1.55336,Open data gathering,10,Libertic
"Napoli, Italy",www.mappi-na.it,40.85631,14.24641,Opne Data Day Campania - giornata dedicata  all'Open Gov e ai dati aperti con la presentazione del portale Open Data Campania.,60,"Mappi-na e onData, Regione Campania, Planeteck Italia"
"Nara, Japan",https://code4nara.connpass.com/event/50184/,34.683987,135.81302,workshop on copyright and data,25,Code of Nara
"New Jersey, USA",http://www.electrochem.org/redcat-blog/all,40.326158,-74.790265,"Open Data Day Survey , Participate and Win APC Waivers to Publish Your Data and Research Open Access",TBD,The Electrochemical Society
"New York City, NY",https://schoolofdata.nyc,40.742642,-73.9910804,NYC School of Data,130,BetaNYC
Nigeria,https://web.facebook.com/spaceclubfuta/ ; https://spaceclubfuta.com.ng,7.2571,5.2058,Akure waste management using HOT OSM tasks.,32,Space Club FUTA
"Niigata,Japan",codeforniigata.org/,37.5458,139.0211,"Debriefing session of the COG2016,ideathon and hackathon.",,Code for Niigata
"Nizhny Novgorod, Russia",https://te-st.ru/events/odd-nn/,56.2924238,43.6465705,International Open data day + meetup,,Teplitsa of Social Technologies (te-st.ru) 
"Novosibirsk, Russia",https://te-st.ru/events/nsk-opendata/,54.9698961,82.8089808,International Open data day + meetup,,Teplitsa of Social Technologies (te-st.ru) 
"Nuoro, Sardinia, Italy",https://www.facebook.com/Il-mulino-che-vorrei-3F-573385332871189/?fref=ts,40° 19' 10 N,9° 18' 50 E,"Open Data intro, presentation, talk about ASOC and Mulino Gallisai, do questionary",80,"3^F, Liceo scientifico e linguistico ""E. Fermi"" Nuoro"
"Oakland, CA, USA",https://www.openoakland.org,37.804444,-122.270833,CityCamp Oakland is on March 25 and that is our OpenData Day event this year!,250+,OpenOakland
"Ogaki,Japan",,35.3680729,136.6372847,International opendata day 2017 in Ogaki,TBD,Code for Gifu
"Oklahoma City, OK",https://www.meetup.com/Code-for-OKC/events/237566323/,35.46679,-97.5343547,Code for OKC - Open Data Day 2017,25,Code for OKC
"Olbia, Italy",http://www.ascuoladiopencoesione.it/blogs/1/770,40.925408,9.500783, Evento ASOC (A Scuola di Open Coesione): monitoraggio fondi pubblici Olbia.          ASOC event: monitoring Olbia's public funds  ,100-200,"Liceo Antonio Gramsci, Give Me Fibra"
"Osaka, Japan",http://iodd2017osaka.peatix.com,34.7059463,135.4945035,Hackathon and Datathon using Linked Open Data.,25,"ODI Osaka, Linked Open Data Challenge Japan Committee, Linked Open Data Initiative"
"Ottawa, Canada",https://www.eventbrite.ca/e/international-open-data-day-journee-internationale-des-donnees-ouvertes-tickets-32441326882,45.422127,-75.69479,"In celebration of International Open Data Day, the Open Data Institute Ottawa (ODI) and the Treasury Board of Canada Secretariat (TBS) will be co-hosting an interactive open data panel on Friday, March 3 from 1:30 PM-3:30 PM, at 90 Elgin Street, in Ottawa./Afin de souligner la Journée internationale des données ouvertes, l’Institut des données ouvertes (IDO) d’Ottawa et le Secrétariat du Conseil du Trésor du Canada (SCT) coanimeront une discussion en groupe interactive sur les données ouvertes, le vendredi 3 mars, de 13 h 30 à 15 h 30, au 90, rue Elgin, à Ottawa.",60,l’Institut des données ouvertes (IDO) d’Ottawa et le Secrétariat du Conseil du Trésor du Canada (SCT) / the Open Data Institute Ottawa (ODI) and the Treasury Board of Canada Secretariat (TBS)
"Palermo, Italy",https://www.facebook.com/euromedcarrefour.europedirect/photos/pb.746482828797976.-2207520000.1487777041./1169073539872234/?type=3&theater,38.10787205,13.35253936,"Tracking public money flows, School, ASOC, Opencoesione, ",220,"Euromed Carrefour Europe Direct Palermo, "
"Palermo, Italy",https://attending.io/events/open-data-day-2017-palermo,38.10063,13.34459,"OD guide lines, startup using OD, hackathon",TBC,Comune Palermo + ARCA + OpendataSicilia
Panamá,http://www.ipandetec.org,8.9905058,-79.5251701,Hackaton con Datos Abiertos Panamá,50-100,IPANDETEC - AIG- Datos Abiertos Panamá - UTP - UIP - MAC -  Municipio de Panamá
"Paola, Calabria, Italia",https://www.iispizzinipisani-paola.gov.it,39.36313,16.03691,"Open Data Day , Una coscienza civica per un ambiente migliore, 2017 presso aula magna plesso ""Pisani"" Rione Colonne Paola (CS)",100,"VA SIA, VA AFM e IV A IPSC, docenti referenti Molinaro Lorella e Sbano Eleonora"
"Papeete, Tahiti, French Polynesia",https://www.meetup.com/fr-FR/Tahiti-Developpeurs/events/236799506/,-17.537,-149.56,Hackathon,20,Hubert Leviel & Tahiti Developpeurs
"Pasadena, CA, USA",http://www.socallinuxexpo.org/scale/15x/track/open-data,34.1437071,-118.1449551,Open Data Track SCALE 15x,,SCALE (http://www.socallinuxexpo.org/scale/15x)
"Pasto, Colombia",http://gana.nariño.gov.co,1.214716,-77.28,"Open Data Day 2017. NariñoVis:         
exhibition of Nariño open data visualizations",TBD,Gobernación de Nariño. 
"Paternò, Italy",https://www.facebook.com/photo.php?fbid=10208409313206434&set=a.4710855205368.1073741825.1114013824&type=3&theater,37.571345,14.902236,Open Data Day:  We can do it! - public events: discussion between students and local administrators about home care of dependent elderly,100+,"Ist. Tecnico Econom. ""G. Russo"" - classe 5 b afm - Team Mr.Wolfe"
"Paysandú, Uruguay (+ Argentina)",http://datariouruguay.tk/,-32.310359,-58.087084,Día de los Datos Abiertos del Río Uruguay - Datos Concepción + SubsidiosClaros.uy ,40,Datos Concepción - SubsidiosClaros
"Perugia, Italy",http://animatoridigitali.regione.umbria.it/m/events/view/Open-Data-chi,43.101881,12.357243,Open Data intro for schools. The event is broadcast live on youtube channel for all schools in Umbria region,100 + live stream,Regione Umbria
"Pescara, Abruzzo, Italy",http://leospotlight.altervista.org/,42.4541,14.2357,Open Data Day: presentation and discussion about datas of the students' projects for ASOC.,100,Liceo scientifico Leonardo da Vinci Pescara and Europe Direct 
"Philadelphia, PA, USA",https://www.opendatavote.org/,39.952587,-75.163606,OpenDataVote encourages citizens to get involved in the process of open government and cultivates government transparency through the release of data.,TBD,"Azavea, City of Philadelphia, TechImpact, Technical.lyPhilly, Generocity"
"Phnom Penh, Cambodia",https://cambodia-opendata-2017.eventbrite.com,11.562108,104.888535,"Open Data Day 2017 ""Open Data for Development""",50,www.opendevelopmentcambodia.net 
"Pietrasanta, Italy",https://www.facebook.com/events/158575587988986/,43.959845,10.22732,Breve descrizione di cosa sono gli Open Data e come possono essere utilizzati nelle ricerche. Verrà illustrato il progetto a scuola di OpenCoesione a cui partitecipa la classe 4 atc I.I.S. Don Lazzeri-Stagi di Pietrasanta (LU),100,I.I.S. Don Lazzer- Stagi di Pietrasanta classe 4ATC
"Pokhara, Nepal",https://oddnepal.github.io,28.238,83.9956,"International Open Data Dat 2017, Pokhara
Open Access Workshop",200,Open Knowledge Nepal & Kathmandu Living Labs
"Pordenone, Friuli Venezia Giulia, Italia",https://www.facebook.com/Extreme-Makeover-PN-Edition-368766313492364/ ExtremeMakeoverPNEdition@ExMakePNEdition,45.5724,12.3937,"Open Day ""PN Edition"" - Progetto ASOC1617",100,"Classe 4°Crim & prof.sse Marisa Del Ben e Lucia Molaro (Itsse ""O. Mattiussi"")"
"Porto, Portugal",http://datewithdata.pt,41.1579,-8.6291,"Mapping party OSM + Talks: OSM, Open Data by Lisbon City Hall and Wikimedia PT",40,Transparência Hackday Portugal + OKI Portugal Local Group
"Potenza, Italy",www.godesk.it,41,16,Open Data Day PZ 2017,100,GoDesk Incubatore Coworking
Provincia di Sassari,http://www.provincia.sassari.it/it/eventview.wp?contentId=EVN115925,,,"Open data Day: all the events of ""ASOC1617"" teams in provincia di Sassari",250,"Europe Direct Provincia di Sassari, Liceo Gramsci Olbia, Liceo Scientifico fermi Alghero, ISS Roth Alghero, Liceo Scientifico Lu Bagnu, ITCG Deffenu Olbia. "
"Quetta, Pakistan ",https://twitter.com/yadpakistan,30.182971,66.998734,"Consultation, follow up and way forwared event ",50-100,Youth Association for Development 
"Quindio, Colombia",https://tupale.co/e84,4.5613,-75.65088,Code & chat for the OpenDataDay,30,"Gobernación del Quindio, ParqueSoft Quindio y Tupale.co"
"Quito, Ecuador",https://goo.gl/hj8156,-0.2260345,-78.3880372,Data Beer Garden: Open Data evangelization and colllective brainstorm. ,40,Wonder.Lab
"Quito, Ecuador",http://bit.ly/OpenDataDayUIO2017  ,-0.22985,-78.52495,Open Data Day Quito 2017: charlas y actividades hands-on sobre datos locales del medio ambiente,70,Datalat y MedialabUIO 
"Rabat, Morocco",http://marocviz.ma/,33.988794,-6.858602,"Talks, discussions, workshops on open data",TBD,Marocviz
"Reading, United Kingdom",https://open-data-hack-ecmwf.eventbrite.com/?aff=odd,51.27,-0.58,#OpenDataHack @ECMWF - Beyond weather: explore creative uses of open data,~ 100,European Centre for Medium-Range Weather Forecasts (ECMWF)
"Reggio Emilia, Italia",TBD,44.6925201,10.6335933,Open Data Day City Hack,90 stundents    20 mentors,"Impact Hub Reggio Emilia, Contamina, Comune Reggio Emilia"
Rende,TBD,39.19588,16.11672,"Open data per la Calabria, evento Hub ",100,"@MillyTucci  Monithon Calabria, Amministrazione locale, distretto Domus, "
"Riga, Latvia",https://www.facebook.com/events/2012076415686312/,56.9715833,23.9901739,Open Data Hackathon,40,School of Data Latvia
"Riohacha, Colombia",www.tuguajira.com,11.552127,-72.907298,Open Data Day Guajira,70,Citizens
"Riyadh, Saudi Arabia",https://www.meetup.com/DataGeeks/,24.747312,46.619012,Riyadh OpenData Day,100,"Riyadh Data Geeks, Badir Program for Technology Incubators"
Roma,http://www.comune.roma.it/pcr/it/newsview.page?contentId=NEW1391093,41.8921,12.48253,RomaM'APPare: incontro di co-progettazione di road-map per Opendata di Roma Capitale. Sezione operativa,150,"Roma Capitale;                                                                                                                                                                                                                                                        mentor:@vincpatruno, @ReTer"
"Roma, Italy",http://www.opencoesione.gov.it/progetti/1lala1000052278/,41.4727,12.2646,"Open Data Day-  The team  ""Little man"" show the workshop on the project ASOC1617",23,4B del liceo scientifico e linguistico Ettore Majorana
"Roma, Lazio, Italia",,,,,,
"Rosario, Argentina",,-32.944585,-60.630595,Open Data Day Rosario 2017,50-100,Acción Colectiva - SantaLab
"RTP, NC, USA",TBD,35.8991678,-78.8636402,Open Data Policing ,50,Code for Raleigh & NC Data4Good
"Ruhrgebiet, Germany",http://de.opendataday.org/ruhrgebiet/,51.455643,7.011555,Code for Germany Open Data Day Event,TBD,OK Lab
"Sacramento, California, USA",https://www.meetup.com/Code4Sac/events/237813547/,38.5790657,-121.4849189,Sacramento Open Data Day!,50,Code for Sacramento
"Saga, Japan",http://code4saga.org,33.2430316,130.2899337,Open Data Day Saga2017,50,Code for Saga
"Saint Petersburg, Russia",http://hackathon.spb.ru/,59.969417,30.315529,"Hackaton and Open Data Day St.Petersburg. 17 Global Challenges for sustainability and development. Если вы неравнодушны к будущему нашей планеты, своего города или просто своего двора, то этот Хакатон для вас! Экология, борьба с бедностью, голодом, борьба с болезнями, сохранение природы, справедливый суд, прозрачность органов власти и многое другое - это глобальные цели, но решения могут быть локальными! Начиная с малого, мы вместе становимся частью большего. Участники хакатона сформируют команды и смогут раскрыть потенциал открытых и больших данных всего за 24 часа. Их задачей будет создание прототипа (MVP), используя любые датасеты и API, доступные онлайн, предоставленные партнерами или созданными самостоятельно. (More information will be available soon)",70,"Teplitsa of Social Technologies (te-st.ru) Open City Foundation (https://www.facebook.com/MyOpenCity), Partner: Infometer Project Center (https://www.facebook.com/gossite)"
"Saitama ,Japan",https://www.facebook.com/events/383705712016425/,35.907698,139.624801,International Open Data Day 2017 in SAITAMA,10,Code for SAITAMA
"Salerno Campania, Italia",https://twitter.com/SALERNO_FOR_4A,40.67545,14.79328,"Open Day  ""Palazzo Fruscione:Le mille età""  sul progetto di ASOC16/17",TBD,Casse 4°A AFM & Docente referente Paola Bisogno Istituto S.Caterina-Amendola di Salerno
San Benedetto del Tronto,TBD,42.960979,13.874647,Ricostruzione Trasparente - (in)formare un futuro più sicuro,200,"Comune di San Benedetto del Tronto, ActionAid Italy, Associazione I Care"
