country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Togo,,Les donnees ouvertes pour la promotion des pratiques fondees sur les donnees probrantes dans la sante sexuelle et reproductive des adolescents et des jeunes,,The event will raise awareness for the use of data in adolescents and youth Sexual and Reproductive Health and Rights (SRHR) related activities and the availability and access to Family Planning Services by mapping contraceptive methods and service availability around the university of Lome,,,https://twitter.com/iyafp,,False,6.186721,1.205346,,True,25,True,,IYAFP,Lomé,,,,,les-donnees-ouvertes-pour-la-promotion-des-pratiques-fondees-sur-les-donnees-pro,GMT,https://iyafp.org/,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-06,"Let Data, for Safety and Equality",,"To boast data consciousness for safety and equality, and create grassroot/youths awareness",,,,,False,13.0533,5.3223,,False,300,False,,"Mahmud Shehu, Resource Connects for Education Initiative",Sokoto,,,,,let-data-for-safety-and-equality,,https://www.resourceconnects.org,EMEA,"Europe, Middle East & Africa"
Kenya,2021-03-05,Leveraging open data as an asset for inclusive and sustainable development,,The webinar will seek to discuss no less than the following items: progress made in enhancing data availability and access for use in sustainable policy development; opportunities for open data in advancing the national and international development agenda; experience of non-state actors in leveraging existing data sources; challenges in utilizing existing data and research in youth advocacy; and possible mitigation measures to enhance uptake of data and research,,14:00,https://twitter.com/254YPC/status/1366485434788888578,https://www.youtube.com/watch?v=D8AAUsHjE_w,False,-1.1813,37.0545,,True,30,True,https://us02web.zoom.us/webinar/register/WN_jHpGh6ywRBaDFIRzeaDu0Q,254 Youth Policy Cafe ,Nairobi,,,,,leveraging-open-data-as-an-asset-for-inclusive-and-sustainable-development,EAT,,EMEA,"Europe, Middle East & Africa"
United Kingdom,2021-03-06,Lintol Challenge: Digging into NI Assembly Data,,"Dinner and coding, the way Hackathons used to be :D Fully remote, with first 20 folks to come along and suggest an idea of how you might use data, get a free and instant JustEat voucher for your dinner! Of course, if you just want to sit and listen and munch your own chow (or not), no suggesting required - you are more than welcome to sit and absorb.

For those considering entering the Lintol Coding Challenge, which closes on Monday, could be a chance to spend 20mins throwing together some Python (or language of your choice) and get a quick £100, or even £500!

We will take some of the great text from the NI Assembly open data portal, and show you how you can do natural language processing, correlations, and more.

All welcome to this geeky, independent and politically-unaligned event from the Lintol team, an open source platform for data validation and insights. The Lintol Challenge Code of Conduct applies, and bear in mind there may be a wide variety of ideas and interpretations of data!",,19:00,https://twitter.com/AvataIndustries/status/1368137244989657089,,False,54.6049583,-5.8341371,,False,20,True,https://www.eventbrite.co.uk/e/lintol-challenge-digging-into-ni-assembly-data-tickets-144193822605#,Avata Industries,,,,,,lintol-challenge-digging-into-ni-assembly-data,GMT,https://twitter.com/AvataIndustries,EMEA,"Europe, Middle East & Africa"
United States,,Live Chat with U.S. Department of Education's Open Data Platform Team,,Public engagement on open federal education data,,,,,False,38.88663,-77.02059,,False,,True,,"Office of the Chief Data Officer, U.S. Department of Education ","Washington, D.C.",,,,,live-chat-with-u-s-department-of-education-s-open-data-platform-team,,https://www.linkedin.com/company/edocdo,AMER,The Americas
Sweden,2021-03-06,Live Editing Open Data on Wikidata,,Show off how open data is described in and can be added to Wikidata and how Wikidata itself is an open data set that can be reused.,,,https://twitter.com/Jan_Ainali/status/1368201951431831552,https://www.youtube.com/watch?v=CoUfkQ0mVe8,False,59.3293,18.0685,,False,20,True,,Jan Ainali,Stockholm,,,,,live-editing-open-data-on-wikidata,,,EMEA,"Europe, Middle East & Africa"
Spain,2021-03-09,Los DATOS en las Administraciones Locales 20/30. Experiencias y retos.,,Ofrecer una visión amplia de los proyectos que las administraciones locales innovadoras españolas están desarrollando alrededor del mundo del Dato.,,9:30,,,False,40.547539,-3.64209,,False,200,False,https://www.itcip.es/webinars/el-dato-en-las-administraciones-locales-2030-experiencias-y-retos/,"Ayuntamiento de Alcobendas, el Instituto para la Transferencia de Conocimiento en Innovación Pública – ITCIP, la FEMP y Oracle","Alcobendas, Madrid",,,,,los-datos-en-las-administraciones-locales-20-30-experiencias-y-retos,CET,https://www.itcip.es/el-dato-en-las-administraciones-locales-20-30-experiencias-y-retos/,EMEA,"Europe, Middle East & Africa"
Argentina,2021-03-09,Mapa de Portales de Datos Abiertos de Justicia de América Latina,,Conversatorio sobre los portales de datos abiertos de temas de Justica en América Latina,,15:00,https://twitter.com/RedRija/status/1368192551551983616,,False,-38.416096,-63.616673,,False,+100,True,https://bit.ly/3b7hQNw,Red Internacional de Justicia Abierta (RIJA),Ciudad de Buenos Aires,,,,,mapa-de-portales-de-datos-abiertos-de-justicia-de-america-latina,ART,,AMER,The Americas
The Phillipines,2021-03-06,MAPAbabae 2021: #ChooseToChallenge Gender Inequality in Open Mapping,,"In celebration of Women's Month, Trans Visibility Week, and Open Data Day, we would like to invite you to #MAPABabae2021: Choose to Challenge Gender Inequality in Open Mapping! Together with our main partners from MapBeks, OpenStreetMap Philippines, and DSWD, this event aims to empower and engage women (cisgender and transgender) to map amenities (Breast Feeding Stations, Gender Neutral Comfort Rooms, and LGBT Safe Spaces, among others) and feature lightning talks to highlight women and transwomen in mapping and technology",,13:00,https://twitter.com/geoladiesph/status/1368065171516575746,https://www.facebook.com/watch/live/?v=239244214524184&ref=watch_permalink,False,14.653655,121.069982,,True,70,True,https://bit.ly/mapababae2021signup,"Geoladies PH with Mapbeks, OpenStreetMap Philippines and DSWD",Quezon City,,,,,mapababae-2021-choosetochallenge-gender-inequality-in-open-mapping,PST,https://www.facebook.com/geoladiesph,APAC,Asia & The Pacific
Philippines,2021-03-07,MapaTanda Launch : Mapping with and for the Older Adults (Senior Citizens) and Ageing Population in the Philippines,,To launch the MapaTanda Project (a portmanteau of Mapa -- which means a map -- and Tanda -- which can mean older adult but can also mean remember) is a project that seeks to improve the number and quality of data in OpenStreetMap that are important and relevant to older adults (senior citizens) and the ageing population (60+ years old) in the Philippines,,13:30,https://twitter.com/SmartCTorg/status/1367645043633381379,,False,14.676041,121.043701,,True,,True,https://docs.google.com/forms/d/e/1FAIpQLSc3U1n2m_Zeo-Q45JwGZJJmgiCaSFuLm_Ls82eVtbiluJ6CtQ/viewform,"Kris V. Libunao, SmartCT",Philippines,,,,,mapatanda-launch-mapping-with-and-for-the-older-adults-senior-citizens-and-a,PST,https://smartct.org/,APAC,Asia & The Pacific
Ghana,,Mapathon for Navrongo ,,To produce maps to facilitate in development ,,,,,False,10.89317,-1.08981,,False,15,False,,Johnson Anawey.   CKT UTAS youthmappers ,Navrongo ,,,,,mapathon-for-navrongo,,,EMEA,"Europe, Middle East & Africa"
Democratic Republic of the Congo,,Mapping Covid-19 related data rights violations in the Democratic Republic of the Congo,,To raise awareness on data rights violations during Covid-19 in DR Congo,,,,,False,-4.441931,15.266293,,False,250,True,,Digital Security Group,Kinshasa (Virtual),,,,,mapping-covid-19-related-data-rights-violations-in-the-democratic-republic-of-th,,,EMEA,"Europe, Middle East & Africa"
Nepal,,Marking of International Open Data Day,,"During the event, we are hoping that our public information will be disclosed through technological platforms",,,,,False,21.774,75.983559,,False,50,False,,"Khaptad Chhanna Rural Municipalitiy, Bajhang","Chainpur, Bajhang",,,,,marking-of-international-open-data-day,,,APAC,Asia & The Pacific
Nepal,2021-03-06,Marking of International Open Data Day 2021,,To commit to disclose the public information to the public,,,,,False,29.550884,81.19632,,False,50,False,,"Durgathali Rural Municipaliity, Bajhang Nepal","Chainpur, Bajhang",,,,,marking-of-international-open-data-day-2021,NPT,,APAC,Asia & The Pacific
Nepal,,Marking of IODD - Chainpur,,To make all sort of public information open to the public,,,,,False,23.0,91.0,,False,50,False,,Jayaprithvi Municipality,"Chainpur, Bajhang",,,,,marking-of-iodd-chainpur,,,APAC,Asia & The Pacific
Argentina,,Mesa de trabajo: portal de datos abiertos de la Legislatura de la Provincia de Córdoba,,Avanzar junto a expertos en una estrategia para el crecimiento del Portal de Datos Abiertos de la Legislatura,,,https://twitter.com/LegislaturaCBA,,False,-31.420082,-64.188774,,False,15,False,,Legislatura de la Provincia de Córdoba,Córdoba,,,,,mesa-de-trabajo-portal-de-datos-abiertos-de-la-legislatura-de-la-provincia-de-c,,,AMER,The Americas
Finland,2021-03-06,Miten tieto edistää terveyttä koronaepidemian aikana? ,,Mitä on kansalaisyhteiskunnan tekemä terveyden edistämistyö terveysuhan aikana? Kuinka kansalaisjärjestöt edistävät terveystietoisuutta ja ehkäisevät disinformaatiota koronaepidemian aikana?,,10:00,,,False,60.1674881,24.9427473,,False,30,True,https://forms.gle/GkPFgbkgLQ9DDtHu6,"Susanna Ånäs, Mehalet Yared: Open Knowledge Finland, Wikimedia Finland, Finnish Red Cross",Helsinki,,,,,miten-tieto-edistaa-terveytta-koronaepidemian-aikana,EEST,https://www.okf.fi/fi/2021/02/26/open-data-day-2021/,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-06,Muroran International Open Data Day,,Think about Muroran together,,10:00,,,False,42.351496,141.018186,,False,5,True,https://fb.me/e/1e39TDQ5G,"Akimi Kawaguchi, Code for Muroran",Muroran,,,,,muroran-international-open-data-day,JST,,APAC,Asia & The Pacific
United States,2021-03-06,New York Alive!,,"Join artist Jen Ray and data designer Jason Forrest as they present a not-entirely-serious exploration of the urges, needs, and desires of New York City residents - both officially in the data, as well as through informal survey results. Inspired by historic influences such as Otto & Marie Neurath Isotype designs and the Triadic Ballet of the Bauhaus, this performance will be a celebration of the city, echoing the interests that make our shared culture so unique. By incorporating movement, props, pictorial statistics, music, megaphones, and good humor we guarantee you've never seen data presented in this way before!",,13:00,https://twitter.com/BetaNYC/status/1368566496763539463,,False,40.7251176,-73.9883381,,False,50,False,https://2021.open-data.nyc/#details1526,Data Through Design and the Loisaida Open Streets Community Coalition,New York,,,,,new-york-alive,EST,https://2020.datathroughdesign.com/,AMER,The Americas
United States,2021-03-06,New York City Open Data Week 2021,,"Open Data Week is a week-long festival of community-driven events organized and produced by the NYC Mayor’s Office of Data Analytics and BetaNYC. Every year, New Yorkers come together all across the boroughs to celebrate New York City’s Open Data Law, which was signed into law on March 7, 2012. Coincidentally, the first weekend of March is also International Open Data Day. Together, we use both dates to anchor NYC’s Open Data Week and increase civic engagement with our municipal open data",,,https://twitter.com/BetaNYC/status/1366416970778890248,,False,40.74228,-73.994037,,False,500,True,https://nyc.us6.list-manage.com/subscribe?u=2b506b76155e3fbdd93699baf&id=6e75b94ab2,Beta NYC,New York,,,,,new-york-city-open-data-week-2021,EST,https://2021.open-data.nyc/,AMER,The Americas
Japan,2021-03-10,Nocode Opendata App Seminar,,Create apps using open data and no-coding platforms,,13:00,,,False,34.693737,135.502167,,False,30,True,https://www.facebook.com/events/170826564680887/,Code for OSAKA,Osaka,,,,,nocode-opendata-app-seminar,JST,,APAC,Asia & The Pacific
Philippines,,ODD MHAPhathon: Mental Health AWHEREness Ph Open Data Day Mapathon,,"In this activity, we aim to: 1. discuss the importance of taking care of our mental health; 2. introduce the Mental Health Awhereness Project; 3. introduce other projects that promote community care for mental health by different organizations; 4. familiarize with the basic functions of the interactive maps for MHA-PH; and 5. teach how to map available mental health services in the Philippines through OpenStreetMap, MapContrib, and our new free and open-source mapping platform",,,,,False,14.676041,121.043701,,False,70,False,,"Sandra Tabinas, Mental Health AWHEREness PH, Inc.","Online; Metro Manila, Philippines",,,,,odd-mhaphathon-mental-health-awhereness-ph-open-data-day-mapathon,,,APAC,Asia & The Pacific
Estonia,2021-03-08,OKEE Andmeklubi,,"At our data club event, we will celebrate the Open Data Day, and furthermore, explore questions around 1) how to increase transparency and detect fraud and corruption in public procurement (PP), and 2) what specific skills, knowhow and tools are needed to empower different stakeholders to find evidence in case of potential hints for corruption",,16:00,https://twitter.com/okestonia,,False,59.436962,24.753574,,True,50,True,https://www.facebook.com/events/472106700473912,Open Knowledge Estonia,Tallinn,,,,,okee-andmeklubi,EEST,https://okee.ee/,EMEA,"Europe, Middle East & Africa"
Belgium,,Open Belgium 2021,,Open Belgium is an annual community-driven conference about the state of Open Knowledge and Open Data in Belgium,,,,,False,50.850346,4.351721,,False,300,True,https://www.eventbrite.be/e/open-belgium-2021-registration-141111027883,"Astrid Steenackers, Open Knowledge Belgium",Brussels,,,,,open-belgium-2021,,https://2021.openbelgium.be/,EMEA,"Europe, Middle East & Africa"
Germany,2021-03-06,Open Data 21,,How should Civic Tech / Digital Volunteering / Open Data / Open Gov continue in Germany and can it become more sustainable?,,13:00,https://twitter.com/OKNRW/status/1360890533351153665,,False,51.26672,7.14507,,False,250,True,https://oknrw.de/veranstaltungen/anmeldung/,"Christopher Reinbothe, OKNRW",Wuppertal (but digital: DACH region),,,,,open-data-21,CET,https://oknrw.de/veranstaltungen/offene-kommunen-nrw-2021-opendataday/,EMEA,"Europe, Middle East & Africa"
Turkey,,Open Data and Covid-19,,To make visible the role of open data in combating the epidemic and to carry out awareness studies with open data platforms in order to increase the quality of open health data,,,,,False,41.00824,28.978359,,False,10,True,,www.verigazeteciligi.com,Istanbul,,,,,open-data-and-covid-19,,http://www.verigazeteciligi.com/,EMEA,"Europe, Middle East & Africa"
Nepal,2021-03-06,Open data and digital literacy training for youths in Simta Rural Municipality by Women in STEM Nepal,https://scontent-mxp1-1.xx.fbcdn.net/v/t1.0-9/156491871_3986230528105874_2655906138177361843_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=340051&_nc_ohc=-ZYLmREEPugAX9F-Ft-&_nc_ht=scontent-mxp1-1.xx&oh=9bf25e0c62ba647002fd26176c336147&oe=606F1F02,Aware the local youths regarding the benefits and use of evidence-based data and digital technology and decision making processes; To enhance the data and digital literacy capacity of the youths of simta rural municipality; To brainstorm the prevailing social issues around their community; To generate potential data driven and digital solutions to those existing social issues; To create the networks of youths who can potentially further advocate open data in their community.,,10:00,https://twitter.com/wisteam2016/status/1367362842849026050,,False,28.54014849,82.00884501,,False,30,False,https://www.facebook.com/events/270558707788969/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22create_dialog%22%7D]%7D,Women in STEM Nepal,Simta Rural Municipality-6,,,,,open-data-and-digital-literacy-training-for-youths-in-simta-rural-municipality-b,NPT,https://wistemnepal.org/,APAC,Asia & The Pacific
Tanzania,2021-03-06,Open data and environmental conservation on Zanzibar,,An event to help students and the community understand more on open data and environmental conservation. Also the launch of the Zanzibar zero-waste campaign,,20:00,,,False,-6.1625492,39.1842598,,True,30,True,https://www.facebook.com/events/259762285602302/,Zanzibar Volunteers for Environmental Conservation (ZAVECO) and SUZA Youth Mappers,Zanzibar,,,,,open-data-and-environmental-conservation-on-zanzibar,EAT,https://zaveco.org/,EMEA,"Europe, Middle East & Africa"
Italy,2021-03-06,Open data and transparency at the time of Covid-19 in Italy - Open data e trasparenza al tempo del Covid-19 in Italia ,,"The health crisis triggered by Covid-19 has brought to light, once again, but in an even more evident way if possible, the importance of Open Data.  What are the processes we need to implement to liberate data and our lives? Today is Open Data Day and we talk about it in full freedom with people from civic activism, institutions and civil society who have cared about the issue for many years and who during the covid crisis have never stopped asking for transparency",,10:00,,,False,45.464203,9.189982,,False,100,True,https://www.facebook.com/events/172811947802466,Rosy Battaglia - Cittadini Reattivi NGO ,Milano,,,,,open-data-and-transparency-at-the-time-of-covid-19-in-italy-open-data-e-traspa,CET,,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-05,Open data as a tool for fighting corruption,,Increasing awareness amongs women on the benefits of open data to fight corruption in Imeko community,,,,,False,7.44921,2.83865,,False,50,False,,BhondIT Solutions Initiative ,"Imeko, Ogun State",,,,,open-data-as-a-tool-for-fighting-corruption,,,EMEA,"Europe, Middle East & Africa"
Togo,,Open data as a tool for up-to-date addressing of road in Togo,,Improving the address data of the city of Lomé and raise awareness of the daily use of OpenStreetMap data as a digital map,,,,,False,6.13365,1.22311,,False,,False,,"Kokou Elolo AMEGAYIBO, OpenStreetMap Togo",Lomé,,,,,open-data-as-a-tool-for-up-to-date-addressing-of-road-in-togo,,https://openstreetmap.tg,EMEA,"Europe, Middle East & Africa"
Spain,2021-03-06,Open Data Day 2021 - A Coruña,,Disseminating free knowledge and information about opendata,,10:00,https://twitter.com/raivenra/status/1368107415338639363,https://devtube.dev-wiki.de/videos/watch/playlist/ad47118c-c355-4159-aaeb-a6bf53e363d3?playlistPosition=1,False,43.370731,-8.39585,,False,30,True,https://odd2021acoruna.gitlab.io/#streaming,"Jorge Lama, Asociaicón Melisa","A Coruña, Galicia",,,,https://odd2021acoruna.gitlab.io/index.html#repositorio,open-data-day-2021-a-coruna,CET,https://odd2021acoruna.gitlab.io/index.html,EMEA,"Europe, Middle East & Africa"
Nepal,2021-03-06,Open Data Day 2021 - Amargadhi,,Solidarity towards International Open Data Day,,,,,False,29.243641,80.457932,,False,50,False,,"Amargadhi, Dadeldhura, Nepal",Amargadhi,,,,,open-data-day-2021-amargadhi,NPT,https://amargadhi.susasan.org/,APAC,Asia & The Pacific
Japan,2021-03-06,Open Data Day 2021 - Code for Aizu,,We would like to discuss our past and future activities,,,,,False,37.481789,139.929947,,False,10,True,https://www.facebook.com/events/255974779444409,Yasushi Fujii,Aizu,,,,,open-data-day-2021-code-for-aizu,JST,https://www.facebook.com/codeforaizu/,APAC,Asia & The Pacific
Costa Rica,2021-03-06,Open Data Day 2021 - LEAD University,,"Con motivo de la celebración del Open Data Day (https://opendataday.org) por celebrarse a nivel mundial este sábado 6 de marzo, tenemos preparado en ULEAD una serie de charlas en formato conversatorio y una competencia por equipos con una simulación en línea de Harvard Business School sobre Análitica de Datos: Toma de Desiciones Estratégicas.

La simulación es una competencia en equipo. Tiene una duración de 1 hora y se puede jugar en cualquier momento durante la semana del 6 a 12 de marzo.

Las actividades están dirigidas a la comunidad LEAD, estudiantes, profesores, personal administrativo, estudiantes de colegio, profesionales, ejecutivos y público en general. Vamos a tener premios para los ganadores de la competencia y rifas entre los asistentes. Abajo la agenda de actividades",,9:15,https://twitter.com/ULeadCR/status/1367258660095852549,,False,9.9281,-84.0907,,False,40,True,https://lead-university.zoom.us/meeting/register/tZEufu-tqTIvHdwi2gKXaBAkaN4vnnIi8kjI,LEAD University,San José,,,,,open-data-day-2021-lead-university,CST,https://ulead.ac.cr/es/publicaciones/blog/open-data-day-2021-lead-university,AMER,The Americas
Germany,2021-03-06,Open Data Day 2021 - Mapping for Permaculture Communities,,"Increased knowledge and awareness of open data, a start on mapping for permaculture communities across the world, clarity on permaculture community mapping needs and international participation for coherence",,9:00,,,False,53.10336,12.4047,,False,100,True,,Permaculture Collaboration Laboratory,Heiligengrabe,,,,,open-data-day-2021-mapping-for-permaculture-communities,CET,https://www.eventbrite.co.uk/e/open-data-day-2021-mapping-for-permaculture-communities-tickets-137658936585,EMEA,"Europe, Middle East & Africa"
Brazil,,Open Data Day 2021 - Py013,,,,,,https://www.youtube.com/watch?v=NLtmDsvRp8A&t=6s,False,-23.9508218,-46.3252551,,False,,True,https://docs.google.com/forms/d/e/1FAIpQLSdrAAryPajj8TPJsIGUPCTO23g1eY8U48qHrojEP-s7MtJmqg/viewform,Py013,"Santos, São Paulo - Brasil",,,,,open-data-day-2021-py013,,https://github.com/Py013/Open-Data-Day-2021/,AMER,The Americas
Mexico,2021-03-06,Open Data Day 2021 - SocialTIC,,Train users to access and manage open data for gender analysis,,11:00,https://twitter.com/socialtic/status/1367643613757202432,https://www.youtube.com/watch?v=sKshuAxamN8,False,19.42847,-99.12766,,False,100,True,https://socialtic.org/events/open-data-day-2021/,SocialTIC,Mexico,,,,,open-data-day-2021-socialtic,CST,https://socialtic.org/,AMER,The Americas
Mexico,2021-03-06,Open Data Day 2021 by TQV Cancun,,Let people know what open data is and the benefits it has in society,,16:00,,,False,21.201022,-86.823678,,False,130,True,,Daniel Reyes Manuel,Cancun,,,,,open-data-day-2021-by-tqv-cancun,EST,https://www.facebook.com/TQVCancun/posts/3931648863536396,AMER,The Americas
South Africa,2021-03-05,Open Data Day 2021 Cape Town (UCT),,"We are planning a variety of short (max. 10-minute) presentations, to get people inspired by their colleagues’ different open data practices and experiences. We have also invited some speakers from outside UCT to share the work they are doing on open data",,9:00,https://twitter.com/UCT_eResearch/status/1363782834251386883,,False,-33.958042,18.460596,,False,50,True,https://teams.microsoft.com/dl/launcher/launcher.html?url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_Njc0ZmE0OWYtMTcyOC00NjU3LWEwMzEtNjY2NTM4Njc0MmJl%40thread.v2%2F0%3Fcontext%3D%257B%2522Tid%2522%3A%252292454335-564e-4ccf-b0b0-24445b8c03f7%2522%2C%2522Oid%2522%3A%25223cf5e277-0177-4869-abc1-d54e429f06c8%2522%257D%26anon%3Dtrue&type=meetup-join&deeplinkId=205c2782-4987-4dbc-8841-7953b62851f6&directDl=true&msLaunch=true&enableMobilePage=true&suppressPrompt=true,"Ya'qub Ebrahim, University of Cape Town",Cape Town,,,,,open-data-day-2021-cape-town-uct,SAST,https://uct.ac.za.libcal.com/event/7530052,EMEA,"Europe, Middle East & Africa"
Nepal,,Open Data Day 2021 Celebration,,"International Open Data Day celebration, inauguration of community techno-hub of Dhangadhi SMC, citizens interface with LGs on open data tools handover",,,,,False,28.6945,80.592888,,False,150,False,,Dhangadhi Sub-Metropolitan City,Dhangadhi,,,,,open-data-day-2021-celebration,,https://www.dhangadhimun.gov.np,APAC,Asia & The Pacific
Nepal,,Open Data Day 2021 Celebration Learning Sharing Workshop,,The event is aimed at promoting and sharing open data practices of the municipality,,,,,False,27.468875,87.349563,,False,50,False,,Bahrabise Municipality,Bahrabise ,,,,,open-data-day-2021-celebration-learning-sharing-workshop,,http://barhabise.susasan.org/,APAC,Asia & The Pacific
Nepal,2021-03-06,Open Data Day 2021 Dadeldhura,,Solidarity towards International Open Data Day,,,,,False,27.884467,82.333934,,False,50,False,,"Ajayameru Gaunpalika, Dadeldhura","Ajayameru Gaunpalika, Dadeldhura",,,,,open-data-day-2021-dadeldhura,NPT,https://ajayamerumun.gov.np/,APAC,Asia & The Pacific
Nepal,,Open Data Day 2021 in Achham ,,Make people aware about open data and its importance ,,,,,False,29.349091,80.950241,,False,50,False,,Mellekh Rural Municipality,Achham,,,,,open-data-day-2021-in-achham,,,APAC,Asia & The Pacific
Japan,2021-03-05,Open Data Day 2021 in Aomori,,Discovering regional issues and exchanging opinions from open data,,13:00,,,False,40.80333,140.8012163,,False,20,True,,Code for Aomori,Aomori City,,,,,open-data-day-2021-in-aomori,JST,https://codeforaomori.wixsite.com/site/post/3-6-%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%AB%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%83%87%E3%83%BC%E3%82%BF%E3%83%87%E3%82%A32021-in-%E3%81%82%E3%81%8A%E3%82%82%E3%82%8A%E9%96%8B%E5%82%AC,APAC,Asia & The Pacific
Japan,2021-03-14,Open Data Day 2021 in SAGA,,Exploring ways to use open data to revitalize the region,,20:00,,,False,33.2543473,130.3047993,,False,20,True,https://www.facebook.com/events/232564918514753/,"Saygo Ushijima, Code for Saga",Saga City,,,,,open-data-day-2021-in-saga,JST,https://www.facebook.com/events/232564918514753/,APAC,Asia & The Pacific
Mexico,2021-03-06,Open Data Day 2021 Jalisco,https://www.facebook.com/zapopanlab/photos/a.556821084414120/3763565520406311/,Build knowledge from citizenry through open data on different topics that concern to inhabitants of Jalisco state,,10:00,https://twitter.com/OddJalisco2021,,False,20.671955,-103.416504,,False,30,True,https://www.eventbrite.com.mx/e/entradas-open-data-day-jalisco-2021-144278333379,Carlos Ruiz (Independent),Jalisco,,,,,open-data-day-2021-jalisco,CST,https://sites.google.com/view/odd2021jalisco,AMER,The Americas
South Korea,2021-03-06,Open Data Day 2021 X NullFull,,Discuss the commercial use of personal information and national data policies,,13:00,,,False,37.607423,126.933821,,False,20,True,https://www.facebook.com/events/793110841290578,NullFull,Seoul,,,,,open-data-day-2021-x-nullfull,KST,https://github.com/NullFull,APAC,Asia & The Pacific
Japan,2021-03-06,Open Data Day 2021 オープンデータを学ぼう,,"2021年3月6日（土）はオープンデータデイです。
世界中のシビックテック活動団体等がオープンデータに関するイベントを行います。
コロナの影響ですべてオンラインイベントとして開催。ZOOMを利用します。
テーマは『オープンデータを学ぼう』。オープンデータを知らない方でも楽しく学べ、府中市や他市の事例を知ることができます。
オープンデータの利活用が進めばと本イベントを企画しました。",,13:00,,,False,35.6692091,139.4770089,,False,40,True,https://www.facebook.com/events/474951387002816/,Code for Fuchu,Tokyo,,,,,open-data-day-2021-opundetawoxue-bou,JST,http://code4fuchu.org/,APAC,Asia & The Pacific
Kenya,2021-03-06,"Open Data Day 2021, Kenya",,Improve animal welfare practices through improved environment data collection,,9:00,,,False,-1.2667,36.7167,,False,20,True,https://www.eventbrite.com/e/open-data-day-2021-kenya-tickets-136936884909?aff=ebdsoporgprofile,Musa Veterinary Clinic,Lower Kabete,,,,,open-data-day-2021-kenya,EAT,,EMEA,"Europe, Middle East & Africa"
Lithuania,2021-03-05,Open Data Day 2021- Open data workshop,,"Target audience: public sector open data coordinators and institutional database administrators. The problem that is being addressed is that public sector bodies still do not understand what open data is, what benefits they generate, how to inventory and open data, etc",,10:00,,,False,54.687157,25.279652,,False,100,True,https://www.eventbrite.com/e/atviru-duomenu-dirbtuves-tickets-143028107921,Ministry of the Economy and Innovation of the Republic of Lithuania & Information Society Development Committee,Vilnius,,,,,open-data-day-2021-open-data-workshop,EEST,,EMEA,"Europe, Middle East & Africa"
Nepal,,Open Data Day 2021: Celebration with different activity,,"Celebration of International Open Data Day, lunch at community tech hub, citizen interface on Open Data Day",,,,,False,35.033859,24.789511,,False,10,False,,Kailari Rural Municipality,Dhangadhi ,,,,,open-data-day-2021-celebration-with-different-activity,,https://kailarimun.gov.np/content/%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AF-%E0%A4%96%E0%A5%81%E0%A4%B2%E0%A4%BE-%E0%A4%A1%E0%A4%BE%E0%A4%9F%E0%A4%BE-%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8-%E0%A5%A8%E0%A5%A6%E0%A5%A8%E0%A5%A7-%E0%A4%95%E0%A5%8B-%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A4%AE%E0%A4%BE,APAC,Asia & The Pacific
Chile,2021-03-10,Open Data Day 2021: Construyendo el camino para un futuro abierto,https://twitter.com/piratachile/status/1368592490396286977/photo/1,El objetivo es dar a conocer los principales alcances que tienen los datos abiertos en el mundo de hoy,,9:00,https://twitter.com/CarlosRuz_F/status/1369260797860397066,,False,-33.448891,-70.669266,,False,50,True,https://forms.office.com/Pages/ResponsePage.aspx?id=bUmFYwL3ikC0nwTki748YMJOVNdnspdNgVyMp881_BFUMTgzVE5PQ0dWQTczT1ZXM0I0WjNZOVJVOC4u,"Carlos Ruz, Instituto de Ciencias Tecnológicas CIISA",Santiago,,,,,open-data-day-2021-construyendo-el-camino-para-un-futuro-abierto,CST,https://ciisa.cl/,AMER,The Americas
