event_date,event_name,event_photo_url,event_purpose,event_report_url,event_tweet_url,event_video_url,has_event_report,latitude,longitude,online_event_url,organisers,place,slug,url,world_region_code,world_region_text
,Open Data Day - Mogi das Cruzes 2023,,"Esperamos que o evento proporcione a atração da sociedade civil e dos servidores para discutirmos e pensarmos sobre dados abertos. O objetivo é transmitir informações e conhecimento sobre dados, ferramentas de análise e Lei de Acesso à Informação. Neste ano teremos uma série de atividades que abordarão os temas ""Inteligência Artificial, Dados Abertos e Cidade Inteligente"". A ação contará com oficinas exclusivas para servidores: ""Como a Desinformação e as Fake News impactam as Políticas Públicas"", ""Oficina Agentes de Governo Aberto: inovando no setor público"", ""Dados Abertos e Desenvolvimento Sustentável"" e ""Simplificando a LGPD"". Já as palestras de ""Inteligência Artificial resolvendo desafios das cidades"", ""Utilizando dados para inteligência no combate ao crime"", ""Cidade Inteligente: usando dados para melhorar a vida dos mogianos"" e a oficina de ""Python na Prática"" são abertas para todos os interessados.",,,,False,-23.51903349,-46.18538082,,"Prefeitura de Mogi das Cruzes. 
daniellesilva@mogidascruzes.sp.gov.br
smtda@mogidascruzes.sp.gov.br",Mogi das Cruzes/ São Paulo,open-data-day-mogi-das-cruzes-2023-2,https://www.mogidascruzes.sp.gov.br/pagina/secretaria-de-transparencia-e-dados-abertos/noticia/inscricoes-abertas-para-o-open-data-day-com-dois-dias-de-acoes-informativas-presenciais,,
,"Open Data Day - ODD 2023 (Guarambaré)
",,"El evento busca crear un espacio para la reflexión y el intercambio de ideas sobre los Datos Abiertos en Paraguay, con el propósito de contribuir al desarrollo de una sociedad más informada y participativa.",,,,False,-25.492741,-57.455761,,"Civilab 
mail: contacto@civilab.org.py
web: https://civilab.org.py/","Guarambaré, Paraguay.",open-data-day-odd-2023-guarambare,https://forms.gle/wEL3wbMZyoupqzRu8,,
,Open Data Day - Universidad EAN,,Acercar la cultura Open Data a la comunidad EANista y la comunidad Libre Yatista,,,,False,4.66378,-74.05479,,"Universidad EAN (Sandra Patricia Cristancho, Sebastian Guerrero Casadiegos) y Libre Yate (Sebastian Guerrero Casadiegos)","Bogota, Colombia, Universidad EAN",open-data-day-universidad-ean,https://forms.office.com/r/c91DgWq5Km,,
,Open Data Day 2023,,Connecting attendees to local Open Data experts and enthusiasts through theatre speaker sessions.,,,,False,53.544388,-113.490929,,Edmonton Public Library,"Edmonton, Alberta, Canada",open-data-day-2023,https://epl.bibliocommons.com/events/63eff8b925d02830004c1234?_ga=2.224478355.860435338.1677006198-1499125899.1676582414&_gl=1*1vcnwcf*_ga*MTQ5OTEyNTg5OS4xNjc2NTgyNDE0*_ga_G99DMMNG39*MTY3NzA5MTk0MS4xMC4wLjE2NzcwOTE5NDEuMC4wLjA.,,
,Open Data Day 2023 - Moscow (Russia),,"The goal of event 2023 is to support the activist community. The event will address the state of openness and accessibility of data on social problems, the specifics of working with geospatial data, the use of open data in public control in the sphere of housing and utilities, and more. ",,,,False,55.755825,37.617298,,"NPO ""Infoculture"" (https://www.infoculture.ru)",Moscow,open-data-day-2023-moscow-russia,https://opendataday.ru/msk,,
,Open Data Day 2023 - two Stories,,Providing two stories - Open Data 101 & Open Data & AI,,,,False,43.653225,-79.383186,,"Go Open Data Association, Jury Konga, Executive Director  connect@go-opendata.ca ",Toronto,open-data-day-2023-two-stories,https://www.go-opendata.ca/events-registration,,
,Open Data Day 2023 - “Urnas Eletrônicas – Eleições 2020 e 2022”,,"We hope to explore the open data of the 2020 and 2022 ellection of Brazil, looking for answers to undestante the elector behavior of this ellections.",,,,False,-15.86472,-48.03026,,Py013 - Python Users Group from Santos/SP,"City of Santos, state of São Paulo, from Brazil",open-data-day-2023-urnas-eletronicas-eleicoes-2020-e-2022,https://py013.com.br/event/11-03-23-open-data-day-2023/,,
,Open Data Day 2023 Barcelona,,En aquesta edició de l’Open Data Day la dediquem a divulgar coneixement i experiències sobre Estratègies de dades per abordar els reptes del canvi climàtic,,,,False,41.40991,2.20354,,Iniciativa Barcelona Open Data,"Ca l'Alier, C/ de Pere IV, 362, 08019 Barcelona",open-data-day-2023-barcelona,,,
,Open Data Day 2023 CDMX,,,,,,False,19.41228388,-99.1806577,,SocialTIC.org,Ciudad de México,open-data-day-2023-cdmx,https://socialtic.org/,,
,Open Data Day 2023 in ISHIKAWA,,内灘町通学路危険箇所のマッピング,,,,False,36.65433875,136.6454059,,一般社団法人コード・フォー・カナザワ,"Uchinada-machi, Ishikawa",open-data-day-2023-in-ishikawa,https://codeforkanazawa.org/,,
,Open Data Day 2023 in Kakegawa,,Let's increase local open data,,,,False,34.776417,138.015292,,CodeforKakegawa,"Kakegawa City, Shizuoka Prefecture",open-data-day-2023-in-kakegawa,,,
,Open Data Day 2023 in Kawasaki,,create open data for the own town,,,,False,35.599926,139.610504,,Open Kawasaki,"Kawasaki, Kanagawa, Japan",open-data-day-2023-in-kawasaki,https://openkawasaki.connpass.com/event/276300/,,
,Open Data Day 2023 in Shinagawa,,,,,,False,35.599251,139.738907,,一般社団法人モノづくり×プログラミング for Shinagawa (MonoPro Shinagawa),"Shinagawa-ku, Tokyo",open-data-day-2023-in-shinagawa,,,
,Open Data Day 2023 Köln,,Der Open Data Day ist eine jährlich stattfindende Veranstaltung um international auf die Bedeutung offener Daten hinzuweisen.,,,,False,50.93889837,6.955269959,,OK Lab Köln & offenedaten-koeln.de ,Köln,open-data-day-2023-koln,https://www.offenedaten-koeln.de/blog/open-data-day-2023-samstag-4-m%C3%A4rz-2023-1000-bis-1500-uhr-zukunftslabor-der-stadt-k%C3%B6ln,,
,Open Data Day 2023 Leipzig,,"Kick-off for 3 month hackathon developing useful apps or addons for/with the open data portal of Leipzig - ideation, team building, asking questions, first hacking.",,,,False,51.33218,12.37355,,OKLab Leipzig,"Leipzig, Germany",open-data-day-2023-leipzig,https://www.meetup.com/de-DE/oklab-leipzig/events/291688441/,,
,Open Data Day 2023: datos abiertos para el uso de la inteligencia artificial / Perú,,"Busca incentivar la apertura, uso y cuidado de los datos abiertos en el ámbito de la inteligencia artificial.",,,,False,-12.046373,-77.042755,,@DS4BCommunity Comunidad de Ciencia de Datos para Negocios / @AmericoGuerraBiffi / americo.guerra@ds4bCommunity.com,Lima / Perú,open-data-day-2023-datos-abiertos-para-el-uso-de-la-inteligencia-artificial-p,http://bit.ly/3YlcOCj,,
,Open Data Day 2023: Empowering AI and Mapping with Open Data: A Training Workshop on RapID,,To introduce RapID Editor to the participants through the use of Open Data generated from AI,,,,False,8.484892,124.656687,,"USTP YouthMappers, ustp.youthmappers@gmail.com","Cagayan de Oro City, Philippines",open-data-day-2023-empowering-ai-and-mapping-with-open-data-a-training-worksho,https://www.facebook.com/photo/?fbid=166194186192301&set=a.130877169724003,,
,Open Data Day Argentina - DameGender,,OpenData Day is an international event promoting open data ,,,,False,-34.594601,-58.42884,,David Arroyo Menéndez,Buenos Aires,open-data-day-argentina-damegender,https://www.eventbrite.com.ar/myevent?eid=569999442677,,
,Open Data Day Cuiabá,,The proposal is to hold 1 live and 1 workshop on open data and government open data,,,,False,-15.601411,-56.097893,,Olivia Fernandes Boretti,Online,open-data-day-cuiaba,https://lets.4.events/open-data-day-cuiaba-2023-C21539E1,,
,Open Data Day Datasketch: ¿IA para qué? Datos abiertos y conflicto armado. ,,"We will talk about the use of Artificial Intelligence, the use of open data and its impact on understanding the armed conflict in Colombia. ",,,,False,46.2218,15.31035,,Datasketch,"Datasketch Store- Calle 71 # 10-47, interior 5.  ",open-data-day-datasketch-ia-para-que-datos-abiertos-y-conflicto-armado,https://docs.google.com/forms/d/e/1FAIpQLSeihftOK13FL-HFep8NuwYWrMyPUkQlR4jlj6qgpRlGC-WWKg/viewform,,
,Open Data Day Feira,,,,,,False,-12.25453,-38.954319,,Dados Abertos de Feira (Ana Paula Gomes - dadosabertosdefeira@gmail.com),Feira de Santana - BA,open-data-day-feira,,,
,"OPEN DATA DAY in SHIRAKAWA TOWN ,GIFU, JAPAN",,"We will hold an event to think about open data and workation. Workation is a coined word that combines ""work"" and ""vacation"".",,,,False,35.567753,137.220871,,CODE for GIFU ,Shirakawa Town,open-data-day-in-shirakawa-town-gifu-japan,https://www.facebook.com/events/504312225251615/,,
,Open Data Day München 2023,,Ein Treffen der Daten-Community mit der Verwaltung,,,,False,48.123857,11.60816,,Landeshauptstadt München - IT-Referat,München,open-data-day-munchen-2023,https://veranstaltungen.muenchen.de/rit/veranstaltungen/open-data-day-muenchen-2023/,,
,Open Data Day Py013 2023,,"Iremos analisar os dados das eleições para prefeito (2020), governador e presidente (2022) em busca de entender melhor o eleitorado brasileiro",,,,False,-23.95993488,-46.32284452,,Py013 - Comunidade de usuários Python da Baixada Santista (Litoral de SP),Universidade Católica de Santos - Unisantos,open-data-day-py013-2023,https://py013.com.br/event/11-03-23-open-data-day-2023/,,
,Open Data Day Recife,,,,,,False,-8.0652,-34.896252,,PyLadies Recife,Recife,open-data-day-recife,https://bit.ly/odd-rec-23-insc,,
,Open Data Day São Paulo - R-Ladies São Paulo,,We want to do a hands-on activity where the participants can explore open data using R.,,,,False,-23.59763,-46.67922,,R-Ladies São Paulo (contact: Haydee Svab  and Beatriz Milz - haydee.svab@gmail.com  and milz.bea@gmail.com). IMPORTANT: We are still waiting the confirmation of the venue in order to confirm the event. ,"São Paulo, SP, Brazil",open-data-day-sao-paulo-r-ladies-sao-paulo,https://www.meetup.com/rladies-sao-paulo/events/,,
,Open Data Day Taiwan 2023,,,,,,False,24.9342,121.36888,,Wikidata Taiwan alllenwang6212@gmail.com,"National Taipei University College of Public Affairs, New Taipei City, Taiwan ",open-data-day-taiwan-2023,https://meta.wikimedia.org/wiki/Wikimedia_Taiwan/Wikidata_Taiwan/OpenDataDay_Taiwan_2023,,
,Open Data Day: investigate an road accident,,"We will analyze data on road accidents in the Perm Territory for 7 years, identify trends, and create visualizations",,,,False,58.0071839,56.1883899,,"Ivan Pechishchev, Perm State University, ivanperm@gmail.com","Perm, Russia",open-data-day-investigate-an-road-accident,,,
,Open data driven AI in Ethiopia: Hackathon Event,,,,,,False,8.980603,38.757759,,ACATECH Technology,Addis Ababa,open-data-driven-ai-in-ethiopia-hackathon-event-2,,,
,Open data driven AI in Ethiopia: Hackathon Event ,,,,,,False,9.04091734,38.75081941,,ACATECH Technology,Addis Ababa,open-data-driven-ai-in-ethiopia-hackathon-event,,,
,Open Data Eastern Shizuoka Regional Workshop（オープンデータ東部地域ワークショップ）,,Promoting the use of open data,,,,False,35.105667,138.858617,,"Data Utilization Promotion Division, Digital Strategy Bureau, Shizuoka Prefecture（静岡県データ活用推進課）Email Address：datakatsuyou@pref.shizuoka.lg.jp","Numazu City, Shizuoka Prefecture",open-data-eastern-shizuoka-regional-workshop-opundetadong-bu-di-yu-wakusiyotupu,,,
,Open Data Expo 2023,,"Unter dem Motto „Daten erleben und begreifen“ werden zahlreiche Anwendungen und Projekte präsentiert, die auf Open Data basieren, und interaktive Workshops abgehalten.",,,,False,48.23947,16.378,,FH Technikum Wien & Stadt Wien,Vienna,open-data-expo-2023,https://www.technikum-wien.at/events/open-data-expo-2023/,,
,Open data for AI training,,,,,,False,-18.87919,47.507904,,MAIDI,Antananarivo,open-data-for-ai-training,,,
,Open data for inclusion and social care in Bogota City,,"A discussion about open data through conferences, debates and the citizen participation that focus on information role and data in policies of inclusion and social care in Bogota City",,,,False,4.64759,-74.061015,,Alcaldía Mayor de Bogotá & Fundación Universitaria Konrad Lorenz. Contact: famartinezg@alcaldiabogota.gov.co - jfurrea@alcaldiabogota.gov.co,"Carrera 9 Bis No. 62-43. Bogotá, Colombia",open-data-for-inclusion-and-social-care-in-bogota-city,https://www.facebook.com/SgeneralBogota/,,
,Open Data MeetUp 2023,,We will host a meetup for people interested in open data.,,,,False,47.9226119,106.9277464,,"Public Lab Mongolia 
Tungaahui Data Studio
Mongolian Geospatial Association ","Hub Innovation Center, Ulaanbaatar",open-data-meetup-2023,https://www.facebook.com/events/9195648790447052,,
,Open Data Open House (Europe/Africa),,"To re-establish the need for open data principles and policies, but also to share what’s new and what’s possible with open data, and the latest trends in Europe and Africa.",,,,False,40.416775,-3.70379,,Open Data Charter,Madrid,open-data-open-house-europe-africa,https://www.eventbrite.com/e/open-data-open-house-europeafrica-tickets-570290433037,,
,Open Data Open House (LATAM),,"To re-establish the need for open data principles and policies, but also to share what’s new and what’s possible with open data, and the latest trends in the LATAM.",,,,False,-34.603683,-58.381557,,Open Data Charter,Buenos Aires,open-data-open-house-latam,https://www.eventbrite.com/e/569903044347/preview/,,
,Open Data Revolution: Fueling the Future of AI,,to explore the potential of open data in advancing AI and machine learning technologies,,,,False,9.433781904,-0.8897436865,,"Musah Fuseini
Co-Lead, Dagbani Wikimedians User Group","Tamale, Northern Region, Ghana",open-data-revolution-fueling-the-future-of-ai,https://docs.google.com/forms/d/e/1FAIpQLSeXDdAlCHwSVfpzvRgnQ4VWsnCre6M9MvKKJ81Krp3OP4lwNA/viewform?usp=sharing,,
,"Open Data Revolution: Fueling the Future of AI
",,to explore the potential of open data in advancing AI and machine learning technologies,,,,False,9.433781904,0.8897436865,,"Dagbani Wikimedians User Group
musahfm@gmail.com","Tamale, Ghana",open-data-revolution-fueling-the-future-of-ai-2,https://docs.google.com/forms/d/e/1FAIpQLSeXDdAlCHwSVfpzvRgnQ4VWsnCre6M9MvKKJ81Krp3OP4lwNA/viewform,,
,"Open Data to AI for Social Good in the Hudson Valley, NY Mini Hackathon",,We want to explore “Using Open Data and AI for Social Good.” What does Open Data mean? What is available in the Hudson Valley? How can we harvest it and solve problems in our communities?,,,,False,41.50071,-74.021347,,Open Hub Corp,"Newburgh, NY",open-data-to-ai-for-social-good-in-the-hudson-valley-ny-mini-hackathon,https://hvtechfest.com/2023/mini-March-hackathon,,
,OPEN DATA WE NEED - before and after Thailand's election,,To promote the impact of open data related to Thailand's election.,,,,False,13.74678306,100.5303705,,WeVis: hi@punchup.world,Bangkok Art & Culture Centre,open-data-we-need-before-and-after-thailand-s-election,https://wevis.info,,
,Open Data World Bielefeld,,"A virtual meeting and exchange on Open Data topics with the City of Bielefeld, Bielefeld University and the citizens' initiative Code for Bielefeld.",,,,False,52.030228,8.532471,,"Bürge Uprak, Digitalisierungsbüro, Stadt Bielefeld (opendata@bielefeld.de)",Online,open-data-world-bielefeld,https://open.digitalsein.com,,
,OpenDataDay 2023 in aomori  (Japan),,シビックテック等の創造性市民活動に新たな意味を加えるワークショップ,,,,False,40.783604,140.781021,,Code for Aomori       e-mail :  info@codeforaomori.org,"Aomori City, Aomori Prefecture,Japan",opendataday-2023-in-aomori-japan,https://bit.ly/3y9k3m8,,
,OpenDataDay Kazakhstan,,"We want to talk about Open Data, open data portals, solutions, tools, development strategies and our experience, how we implement solutions in the government of the Republic of Kazakhstan.",,,,False,51.088222,71.414909,,"DATA Plus LLP, CEO Azamat Zharylkassyn, azamat@dataplus.kz",Astana,opendataday-kazakhstan,https://opendataday.kz,,
,OpenDataDay2023 in SAGA,,We will share the latest information on open data and discuss its use in smart cities and its linkage with AI.,,,,False,33.2597551,130.2782231,,Code for Saga,Saga-city,opendataday2023-in-saga,https://www.facebook.com/events/3503248266564898/,,
,opendataDX - Bonheur or Lafelice -,,Save THe Nature,,,,False,35.460585,139.579359,,Code for Hodogaya, Hodogaya-ku Yokohama-shi  Kanagawa-ken,opendatadx-bonheur-or-lafelice,,,
,"Participación ciudadana en las políticas transversales de género, niñez y adolescencia y cambio climático",,"A través de este y otros espacios contribuir a cerrar la brecha de información, incentivando una mayor participación ciudadana informada en temas de presupuesto gubernamental",,,,False,21.02189,-101.27077,,"Secretaría de Finanzas, Inversión y Administración del Estado de Guanajuato","Guanajuato, México",participacion-ciudadana-en-las-politicas-transversales-de-genero-ninez-y-adoles,https://us02web.zoom.us/j/87122368003?pwd=eCtzaTRCdnZzZzZSMUlrQTFrWTV5dz09,,
,Press conference on the OpenGovDataHack2023,,Presse conference to present the second edition of the national hackathon OpenGovDataHack2023,,,,False,74.802498,2.373713,,Presidency of the Government-eGovernment Unit,Presidency of the Government of Tunisia,press-conference-on-the-opengovdatahack2023,,,
,Promoting Cooperation on Open Data for Health for Research and Policy Support in Thailand (translated from Thai language),,To encourage realization of open data for health as well as sharing perspectives and experiences among stakeholders.,,,,False,13.756331,100.501762,,"National Health Foundation, Thailand (sirithorn@thainhf.org)","Bangkok, Thailand via Zoom Webinar",promoting-cooperation-on-open-data-for-health-for-research-and-policy-support-in,,,
,Protecting Data and Opening Data ,,ADRH is organizing a FIRESIDE CHAT via zoom to discuss the issue of open data in Africa and e the impact of the protection of data.,,,,False,5.5924574,-0.1963456,,Africa Digital Rights' Hub,Zoom (Virtual),protecting-data-and-opening-data,https://us06web.zoom.us/meeting/register/tZAqfu-rrzsoGtOH3VTOttsEYhlbFaUBCuJo,,
,Reducing Traffic with Open Data and AI,,The main goal of our ODD event is to explore the role of open data and AI in reducing traffic and to develop innovative solutions that can be proposed to stakeholders.,,,,False,14.676041,121.043701,,"SMARTCT (SMARTCITIES PH, INC.) KRIS VILLANUEVA LIBUNAO, EXECUTIVE DIRECTOR, KRIS@SMARTCT.ORG",QUEZON CITY /TBD,reducing-traffic-with-open-data-and-ai,https://www.facebook.com/SmartCTorg,,
,Remote mapping in OpenStreetMap Denmark (4-10 march),,,,,,False,55.331781,10.543212,,OpenStreetMap Denmark,Remote in Denmark,remote-mapping-in-openstreetmap-denmark-4-10-march,https://community.openstreetmap.org/t/remote-mapping-parties-i-danmark-et-idekatalog-under-open-data-day-s/9183,,
,"Robotics and Open Data, AI to Improve Health and Wellness.",,"The goal of this project would be to introduce the youths to the principles of AI and Big Data while also teaching students about programming, robotics, and AI technology.",,,,False,1.01837,35.002831,,"Edutab Africa
Michael Mumbo
mike@edutab.africa","Kitale, located in the North Rift region of Kenya",robotics-and-open-data-ai-to-improve-health-and-wellness,,,
,"Serbian business circle for large-scale money laundering of more than 5 largest criminal organizations, code name ""Americano""",,"Drawing the attention of international legislative institutions to this world problem by means of facts, evidence and witnesses, risking their own lives as well as the lives of their loved ones. This evil must be stopped! To begin with, finally begin the fight against this evil.",,,,False,44.815071,20.46048,,Ivo Andric mail:vaskez81@gmail.com,Novi Sad ,serbian-business-circle-for-large-scale-money-laundering-of-more-than-5-largest,,,
,Syracuse Data Challenge,,"The City of Syracuse is hosting its first Syracuse Data Challenge. This is a month-long contest where members of the community get the chance to use datasets from Open Data Syracuse to build an interesting data visualization, website application, data analysis, map, chatbot, or any other type of project that uses the featured dataset.  ",,,,False,43.047939,-76.147453,,"City of Syracuse - Office for Accountability, Performance, and Innovation",Online Challenge,syracuse-data-challenge,https://data.syr.gov/pages/data-challenge,,
,Syracuse Data Challenge,,"The City of Syracuse is hosting its first Syracuse Data Challenge. This is a month-long contest where members of the community get the chance to use datasets from Open Data Syracuse to build an interesting data visualization, website application, data analysis, map, chatbot, or any other type of project that uses the featured dataset.  ",,,,False,43.047939,-76.147453,,"City of Syracuse - Office of Accountability, Performance, and Innovation   email: opendata@syrgov.net",Online event,syracuse-data-challenge-2,https://data.syr.gov/pages/data-challenge,,
,Taller: De datos públicos a Datos Abiertos,,"El objetivo de la actividad es brindar un primer acercamiento a los Datos Abiertos de gobierno, a la publicación de datos en el Catálogo Nacional de Datos Abiertos y al diseño de proyectos institucionales.",,,,False,-34.907794,-56.200139,,AGESIC, Sala Multifunción 2 de Torre Ejecutiva Sur. Liniers 1324.,taller-de-datos-publicos-a-datos-abiertos,https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/comunicacion/calendario-actividades/taller-datos-publicos-datos-abiertos,,
,Tequila Data Day 2023,,Involve the maximum in the development of the data and involve the community,,,,False,21.161907,-21.161907,,daniel020996@gmail.com,Cancún ,tequila-data-day-2023,https://tqvcun.org/tdd,,
,The contribution of open government to digital transformation,,Inform general public on how open data and broadly open government contributes to the digital transformation for citizen benefits. Enable citizens to use the open data and participation platforms and interact with the Open Government team! ,,,,False,46.81,71.21,,National Assembly of Quebec/Ministry of Cybersecurity and Digital Affairs,Quebec city,the-contribution-of-open-government-to-digital-transformation,https://www.assnat.qc.ca/fr/visiteurs/programmation-citoyenne/la-contribution-du-gouvernement-ouvert-a-la-transformation-numerique.html,,
,THE EFFECT OF CLIMATIC CHANGES TO WARDS VIOLATION OF HUMAN RIGHTS,,The main theme of  the event is to demostrate the how climatic changes towards violations of human rights,,,,False,-6.827756,37.659115,,JUCO YouthMapeers,morogoro,the-effect-of-climatic-changes-to-wards-violation-of-human-rights,,,
,The Rights of Data,,We are hoping to build out a series of public education programmes this year on digital rights.,,,,False,-29.858681,31.021839,,Socially Acceptable - Representative: Nazareen Ebrahim naz@sociallyacceptable.co.za,"Durban, South Africa",the-rights-of-data,https://www.sociallyacceptable.co.za/#citizenry,,
,"Training session on Open Data and AI, and their impact on the transparency of funds for humanitarian aid.",,"Train young people on the use of open data and AI, to track funds for humanitarian aid.",,,,False,12.3855717,-1.4898644,,Youth Open Data ( youthopendata@gmail.com),Ouagadougou / Sira Lab,training-session-on-open-data-and-ai-and-their-impact-on-the-transparency-of-fu,https://bit.ly/YODOpenDataDay,,
,Using AI/ML to analyse and map gender based inequality gaps created during the COVID-19 period in the democratic Republic of Congo.,,"Through the use of AI/ML on different datasets collected during the COVID-19,  participants will have great insights on gender based inequalities created by COVID-19 in the democratic Republic of Congo. In addition, key findings will be published and we will share recommendations to help reduce the gender inequality gaps.",,,,False,-4.441931,15.266293,,Digital  Security Group,Kinshasa,using-ai-ml-to-analyse-and-map-gender-based-inequality-gaps-created-during-the-c,,,
,"Vothy
",,T,,,,False,4.0,4.0,,heangvothy72@gmail.com,T,vothy,,,
,Warsha ya kuchangia Sauti,,We hope to make voice contributions(Swahili) to the mozilla common voice platform for a period of atleast three hours.,,,,False,-4.063173,39.679483,,"Utafiti Data Hub.
utafitidatahub@gmail.com",Mombasa,warsha-ya-kuchangia-sauti,https://forms.gle/inWBffkwd4WN4fVu9,,
,Water Point Data Exchange (WPdx) - Data Sharing Challenge,,We are encouraging organizations with recent water point data to upload their data to the WPdx platform to leverage the power of available data to improve drinking water services. ,,,,False,38.907192,-77.036873,,"Water Point Data Exchange (WPdx), info@waterpointdata.org","Washington, DC",water-point-data-exchange-wpdx-data-sharing-challenge,https://www.waterpointdata.org/2023/02/21/open-data-day-2023-data-sharing-challenge/,,
,"Webinar: AI & Data Literacy
Mapping the Journey for Your Organization",,This one-hour webinar will demonstrate the fundamental AI & Data concepts necessary to recognize in order to stay competitive in a complex business environment and become data literate. ,,,,False,41.878113,-87.629799,,EisnerAmper and Data Products LLC,Virtual,webinar-ai-data-literacy-mapping-the-journey-for-your-organization,https://www.eisneramper.com/webinar-ai--data-literacy--mapping-journey-0323/,,
,Where is open data now? Does AI have a future?,,"Our session will examine the current state of open data creation, publication, and use, and consider the future of open data and AI collaboration.",,,,False,35.54635,139.57419,,"Code for YOKOHAMA,Info Lounge Corporation and Yokohama Community Design Lab",Yokohama,where-is-open-data-now-does-ai-have-a-future,https://iodd2023-yokohama.peatix.com/,,
,"Wikidata Lab: ""Participatory Machine Learning in Wikimedia: ORES""",,"Discuss the development and role of machine learning in the Wikimedia projects, its potentials and challenges, focusing especially on the participatory governance of the ORES web service and API.",,,,False,-23.55052,-46.633308,,Wiki Movimento Brasil,São Paulo,wikidata-lab-participatory-machine-learning-in-wikimedia-ores,https://w.wiki/6Ny8,,
,Workshop: Aprenda a usar a Base dos dados para criar análises e visualizações com dados educacionais no R ,,Apresentar para entusiastas de dados abertos uma maneira muito mais prática de construir análises e visualizações com dados educacionais. ,,,,False,-22.906847,-43.172897,,Base dos Dados,Rio de Janeiro (Online),workshop-aprenda-a-usar-a-base-dos-dados-para-criar-analises-e-visualizacoes-co,https://www.youtube.com/watch?v=oUm6DYLquZE,,
,Yannick Vigignol,,Local authority revenue expenditure and financing -  opening for a debate,,,,False,45.779704,3.086123,,Ville de Clermont-Ferrand,Clermont-Ferrand,yannick-vigignol,https://opendata.clermont-ferrand.fr/pages/accueil/,,
,You are cool and deserve a cool planet. Don’t let the heat catch you,,Engaging youths and graduate students in writing essays on open data AI for climate change resilience,,,,False,-8.924553,-326.458133,,GICA Technologies <gicatechtz@gmail.com>,Virtual,you-are-cool-and-deserve-a-cool-planet-dont-let-the-heat-catch-you,,,
,دراسة حول مدى التزام الوزارات بتطبيق متطلبات النشر الاستباقي للمعلومات -  قانون النفاذ إلى المعلومة,,,,,,False,36.840484,10.244509,,The Tunisian e-Governance Society,The Dot ,drs-hwl-md-ltzm-lwzrt-bttbyq-mttlbt-lnshr-lstbqy-llm-lwmt-qnwn,https://www.facebook.com/tegvt,,
,"『オープンデータ×分析ツール＝久留米の新発見
　～知る ・見る・使う・久留米の オープンデータ～』",,オープンデータの基本を学んだ後、実際に分析ツール（QGIS）を使ってオープンデータを地図上にプロットしていく体験型イベントです。選んだデータを地図上に表示させ、みんなでデータからみる「新たな久留米」を発見しよう！,,,,False,33.2658214,130.5374988,,久留米オープンデータ活用推進研究会,久留米工業大学100号館　8階181教室,opundetaxfen-xi-turu-jiu-liu-mi-noxin-fa-jian-zhi-ru-jian-rushi-ujiu-liu-mi-no-opundeta,https://www.city.kurume.fukuoka.jp/1100keikaku/2050opendata/3060openkatuyou/2023-0125-1432-14.html,,
,きもつきICTクラブ ワークショップ・発表会,,子どもたちのプログラミング学習でオープンデータについて知ってもらう,,,,False,31.277965,-228.923144,,ict@town.kimotsuki.lg.jp,鹿児島県肝付町,kimotukiictkurabu-wakusiyotupufa-biao-hui,https://www.facebook.com/kazuyo.kumasaki/posts/pfbid0gexzrwEFWoiCJXNG5WTMaCfPp9KJNsoJEwam9qsNz6vYhDwzpyWqA1V2MnZNkyFHl,,
,みんなでニーズを出し合おう！子育てファミリーのための地域の防災データとは？,,子育てファミリーの地域の防災データ,,,,False,38.260967,140.868528,,国際オープンデータデイ＠東北,Sendai,minnadenizuwochu-sihe-ou-zi-yu-tehuamirinotamenodi-yu-nofang-zai-detatoha,https://facebook.com/events/s/%E3%81%BF%E3%82%93%E3%81%AA%E3%81%A6%E3%83%8B%E3%83%BC%E3%82%B9%E3%82%92%E5%87%BA%E3%81%97%E5%90%88%E3%81%8A%E3%81%86%E5%AD%90%E8%82%B2%E3%81%A6%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%81%AE%E3%81%9F%E3%82%81%E3%81%AE%E5%9C%B0%E5%9F%9F%E3%81%AE%E9%98%B2%E7%81%BD/1536282066783380/,,
,みんなでニーズを出し合おう！子育てファミリーのための地域の防災データとは？ ～国際オープンデータデイ＠東北,,,,,,False,38.260881,140.868551,,国際オープンデータデイ＠東北実行委員会,enspace,minnadenizuwochu-sihe-ou-zi-yu-tehuamirinotamenodi-yu-nofang-zai-detatoha-guo-ji-opundetadei-dong-bei,https://www.facebook.com/events/1536282066783380,,
,オープンデータの可能性や利活用についてみんなで学ぼう！,,沖縄県内におけるオープンデータの啓蒙と利活用推進,,,,False,6.284973933,127.7447443,,Ginowan Tech,CODE BASE ３階会議室  (宜野湾市大山7-10-14  3階) ※駐車場有,opundetanoke-neng-xing-yali-huo-yong-nituiteminnadexue-bou,https://docs.google.com/forms/d/e/1FAIpQLSeGbjdX7BYaiquq7m9XzKgfXKrF-Nx76G-Ov8Z2zp0B7W7c5A/viewform,,
,マッピングパーティ in 荒尾(mapping party in Arao),,,,,,False,32.99373,130.433723,,Code for Kumamoto,"Arao City,Kumamoto,Japan",matupingupatei-in-huang-wei-mapping-party-in-arao,https://openstreetmap.jp/node/981,,
