event_date,event_name,event_photo_url,event_purpose,event_report_url,event_tweet_url,event_video_url,has_event_report,latitude,longitude,online_event_url,organisers,place,slug,url,world_region_code,world_region_text
2025-03-01,Open Data Day Skill Acquisition 2025,,We want to teach attendees how to create your first Android app with a project template provided by Android Studio. You use Kotlin and Jetpack Compose to customize your app and lot more.,,,,False,6.32744,8.10636,,"Ivory Uzoma, ivoryuzoma@gmail.com ",Grand Arena Abakaliki ,open-data-day-skill-acquisition-2025,https://www.facebook.com/100089008405854/posts/pfbid033fwJ5TvK2KgZGCC9EFfTkJUdLkWiFDiubui71jfhtGna2EWcRuxR6WL93PV7grYfl/,,
2025-03-07,Open Data Day: Py013 - Baixada Santista,,"Our goal is to engage the local community in exploring open data, fostering collaboration, and inspiring practical applications to address regional challenges in areas like environment, mobility, and governance.",,,,False,-23.965077,-46.332381,,Comunidade Py013 Baixada Santista (comunidade.py013@gmail.com/+5513991063173),Santos,open-data-day-py013-baixada-santista,https://www.sympla.com.br/preview/ca0b25d96144cfe93f2a1aad1587c00b,,
2025-03-05,Open Data Expo 2025,,"Anlässlich des internationalen Open Data Days 2025 laden die FH Technikum Wien und die Wirtschaftsagentur Wien zur 4. Open Data Expo am 5. März 2025 ein. Auch in diesem Jahr lautet das Motto “Daten erleben und begreifen”. Dabei werden zahlreiche Anwendungen und Projekte präsentiert, die auf öffentlich zugänglichen Daten basieren. Teilnehmer*innen der Open Data Expo haben die Möglichkeit, in 3 Gruppen zu je 20 Personen die Zentrale des Wiener Luftmessnetzes zu besuchen. Zusätzlich werden Workshops angeboten.",,,,False,48.208176,16.373819,,FH Technikum Wien,Wien,open-data-expo-2025,https://www.technikum-wien.at/events/open-data-expo-2025/,,
2025-03-05,Open Data for a Resilient Dodoma,,"To empower communities, researchers, and policymakers in Dodoma to use open data for tackling urban, environmental, and governance challenges through GIS, mapping, and data-driven decision-making.",,,,False,-6.133728,35.73918,,OpenGeoCity Tanzania,"Dodoma, Tanzania",open-data-for-a-resilient-dodoma,,,
2025-03-05,"Open Data for AI-Enhanced Flood Risk Mapping in Choba, Nigeria",,"We aim to create an AI-enhanced flood risk map, train 50+ participants in open mapping, and provide open geospatial data to support disaster resilience and urban planning in Choba.",,,,False,4.8917,6.9075,,"YouthMapper, Uniport chapter ","Choba, Rivers State, Nigeria",open-data-for-ai-enhanced-flood-risk-mapping-in-choba-nigeria,https://forms.gle/Em2KEzp4Rf1ZGf2e8,,
2025-03-08,Open Data for Data Science Education & Innovation,,Fostering open-data culture among data science learners for collaboration and innovation.,,,,False,10.49023797,7.430195424,,"Peter Okwukogu, peter.okwukogu@gmail.com",Kaduna city in Nigeria,open-data-for-data-science-education-innovation,,,
2025-03-05,Open Data for Education: Bridging Gaps and Building Futures,,"This event will explore how open data can be leveraged to address educational challenges, improve access to quality education, and empower citizens to advocate for better learning outcomes. The event will also empower citizens to take an active role in addressing learning crises through open data, fostering a more informed and engaged community committed to improving education for all.",,,,False,8540.0,11220.0,,"The name of the organisation organising the event is: Initiative for Community and Human Development in Taraba (ICHD), Email: ichd4u@gmail.com ","The event will take place in Jalingo, Taraba State, Northeast Nigeria",open-data-for-education-bridging-gaps-and-building-futures,,,
2025-03-07,Open Data for Local Resilience,,"The event aims to equip fragile communities with open data solutions for economic empowerment, social cohesion and disaster mitigation for sustainable development at the grassroots. ",,,,False,8.89369,11.35765,,Organization: African Resilient Initiative for Community & Sustainable Development(AfRICOSUD). Email: onyeka.nwigwe1@gmail.com,"Jalingo, Taraba state",open-data-for-local-resilience,https://forms.gle/gQ7NAJ3czTFEKJCB6,,
2025-03-07,"Open Data for Resilience: Tackling Poverty, Inequality, and Crisis Through Collaboration",,"Empower communities by leveraging open data to address the intersection of poverty, inequality, violence, and climate crises, fostering innovative solutions for resilience and equitable development.",,,,False,-15.387526,28.322817,,Women in Data Science and AI Zambia Chapter,Lusaka,open-data-for-resilience-tackling-poverty-inequality-and-crisis-through-colla,,,
2025-03-06,Open data for women in sport and gender equality,,,,,,False,3.848032,11.502075,,Gender data journalists network,Yaoundé,open-data-for-women-in-sport-and-gender-equality,,,
2025-03-06,Open data for women in sport and gender equality,,Sensibiliser les journalistes et la société civile sur l'importance des données ouvertes dans la promotion de l'Egalité des sexe dans le sport. ,,,,False,3.848032,11.502075,,Gender Data Journalists Network,Yaoundé,open-data-for-women-in-sport-and-gender-equality-2,,,
2025-03-14,Open Data HackDays,,Workshops and Hacks with local OpenData,,,,False,49.012009,8.42452,,"OK Lab Karlsruhe, Stadt Karlsruhe  odd@ok-lab-karlsruhe.de","Karlsruhe, Germany",open-data-hackdays,https://ok-lab-karlsruhe.de/projekte/odd25/,,
2025-03-04,Open Data Network Map for Disaster in Turkey,,"We will create a network diagram for open data that can be used to disaster works in Turkey. This map will include actors, relationships among them and presence of open data (quantitative and qualitative).",,,,False,41.00824,28.978359,,Open Data and Technology Association,İstanbul is a metropolitan city and has great historical places and architectural building that belong to various imperial era. It has university,open-data-network-map-for-disaster-in-turkey,,,
2025-03-05,Open Data Showcase,,,,,,False,38.892062,-77.019912,,US Department of Education/Cassidy Harry; Cassidy.Harry@ed.gov,Virtual ,open-data-showcase,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Flnkd%2Ein%2FetN4tWFX&urlhash=F8Me&trk=public_post-text,,
2025-03-04,Open Delta: Unlocking Economic Growth Through Data,,"To showcase how open data can drive economic growth, improve governance, and empower citizens by making critical information accessible, transparent, and actionable for all stakeholders in Delta State.",,,,False,6.21932163,6.69029946,,Paul Okoro,"Asaba, Delta State, Nigeria",open-delta-unlocking-economic-growth-through-data,https://bit.ly/opendeltaevent,,
2025-03-07,"Open Knowledge during Crisis: Media, Education and mass opinion",,"Raising awareness about the role of open knowledge in national crises, highlighting its impact during political unrest, education reforms, and mass opinion, with insights from the July Revolution in Bangladesh.",,,,False,23.810331,90.412521,,Korikath Knowledge,Dhaka,open-knowledge-during-crisis-media-education-and-mass-opinion,,,
2025-03-01,Opendata day 2025 : Map4Peace in Togo,,"The main objective of our event is to show to participants how open data can help in the fight against insecurity and the risks of violent extremism while promoting peace and social justice in Togo. 
",,,,False,6.185453,1.168044,,Ata Franck Akouete,"Espace YouthLead, Adidogomé Lomé",opendata-day-2025-map4peace-in-togo,https://forms.gle/GrVEma69xYqf5BCm7,,
2025-03-02,OpenDataDay2025　オープンデータ×AI　データ公開で変わる利活用の形OpenDataDay2025　オープンデータ×AI　データ公開で変わる利活用の形,,オープンデータの可能性と課題について議論,,,,False,35.1571849,136.9250943,,Code for Nagoya,名古屋市/オンライン,opendataday2025-opundetaxai-detagong-kai-debian-waruli-huo-yong-noxing-opendataday2025-opundetaxai-detagong-kai-debian-waruli-huo-yong,https://opendataday2025nagoya.peatix.com/,,
2025-03-01,OpenStreetMapの編集とuMapの体験 in 北助松（IODD2025泉大津）,,"Mapping Party and edit uMap in Izumiotsu City,Osaka,Japan",,,,False,34.515755,135.4234,,泉州らへんでオープンデータとGISを楽しむ会泉大津市立北公民館サポーターチーム　泉大津みんなの楽校オープンなデータを楽しむ会,"Izumiotsu City,Osaka,Japan",openstreetmapnobian-ji-toumapnoti-yan-in-bei-zhu-song-iodd2025quan-da-jin,http://blog.livedoor.jp/sensyu_od_gis/archives/43597324.html,,
2025-03-04,"Our data, Our hope",,"Create awareness on the need to improve the quantity, quality and scope of data to accelerate the achievement of sustainable development goals to address priorities areas, and measure progress.",,,,False,13.03702,5.24529,,Resource Connects for Education Initiative,"Sokoto,  Northwest Nigeria",our-data-our-hope,https//www.facebook.com/resourceconnects,,
2025-03-03,OWSD Uniport Branch Open Data Day,,"We aim to promote open data access, fostering collaboration, and enhancing data-driven solutions for sustainable development in the Global South.",,,,False,4.805793,7.006941,,Organisation for Women in Science for the Developing World (OWSD) Uniport Branch,"Port Harcourt, Nigeria",owsd-uniport-branch-open-data-day,,,
2025-03-05,Presentación de Tablero de cumplimiento 6º PAN - Open Data Week Guatemala,,"Realizar el lanzamiento y presentación del Tablero de Avance del 6º Plan de Acción Nacional (PAN) de Gobierno Abierto Guatemala, destacando su papel en la gestión y transparencia de la información para el seguimiento de compromisos, la rendición de cuentas y el combate a la corrupción.",,,,False,14.6369658,-90.5155807,,Comisión Presidencial de Gobierno Abierto y Electrónico,Ciudad de Guatemala,presentacion-de-tablero-de-cumplimiento-6o-pan-open-data-week-guatemala,,,
2025-03-05,REMERI-CUDI Open Data Day 2025,,El propósito del evento es abrir un espacio de reflexión y diálogo sobre la importancia de la gestión y preservación de los datos abiertos y su impacto en las comunidades educativas y de investigación.,,,,False,19.406785,-99.180421,,REMERI-CUDI,México (en línea),remeri-cudi-open-data-day-2025,https://cudi.edu.mx/eventos/foro-remeri-cudi-open-data-day-2025,,
2025-03-07,"Road mapping and accessibility. Contribution to improving urban traffic in Lubango, Angola",,"Updating data on accessibility and road infrastructure in Lubango through OSM, discussing good practices for making streets, pavements and transports more accessible, especially for vulnerable groups (deficient people, elderly, etc)",,,,False,-14.918136,13.485228,,YouthMappers at Huíla (ISCED-Huíla),"Lubango, Angola",road-mapping-and-accessibility-contribution-to-improving-urban-traffic-in-luban,,,
2025-03-07,Science on the 7th Livestream,,Conversation on open data in air quality ,,,,False,42.3555,71.0565,,Health Effects Institute (contactsoga@healtheffects.org),Virtual,science-on-the-7th-livestream,,,
2025-03-07,Science on the 7th: A conversation on Open Data & Air Quality,,"Join us for a conversation between Pallavi Pant (HEI), Chris Hagerbaumer (OpenAQ), and Rafaela Chiminelli Borth (IRIS) to discuss the use of open data to advance air quality work.",,,,False,42.360081,-71.058884,,Health Effects Institute,Online,science-on-the-7th-a-conversation-on-open-data-air-quality,https://www.youtube.com/watch?v=dUtuey-i0oY,,
2025-03-07,SMCoSE GeoChallenge 2025: MapRoulette Edition,,"We aim to enhance open data contributions by engaging mappers in solving geospatial challenges on MapRoulette, fostering collaboration, and promoting the use of open mapping for community impact.",,,,False,-6.795671,37.627634,,SMCoSE YouthMappers Chapter. (smcoseyouthmappers@gmail.com),Morogoro - Tanzania,smcose-geochallenge-2025-maproulette-edition,,,
2025-03-06,Sustainable Development in Crisis Mode: The Role of Open Data in SDGs.,,"Event Purpose:
Exploring how open data can drive sustainable development amid global crises, fostering collaboration, transparency, and actionable insights to accelerate progress toward the SDGs in an era of uncertainty.",,,,False,24.860735,67.001137,,XploreOpen,"Karachi, Pakistan (Virtual)",sustainable-development-in-crisis-mode-the-role-of-open-data-in-sdgs,https://forms.gle/6oaFqiQU5ht2ZRTJ6,,
2025-03-04,Taller de Inteligencia Artificial y Datos Abiertos - GENIA Latinoamérica - Open Data Week Guatemala,,Sensibilizar de las oportunidades para la aplicación de Inteligencia Artificial aprovechando los datos desagregados y conjuntos de datos en Guatemala y/o la región Latinoamericana.,,,,False,14.634915,-90.506882,,Dirección de Gobierno Electrónico de la Comisión Presidencial de Gobierno Abierto y Electrónico,Ciudad de Guatemala,taller-de-inteligencia-artificial-y-datos-abiertos-genia-latinoamerica-open,,,
2025-03-06,Tracking Resilience of Indigenous Bodies for Environmental Sustainability (TRIBES),,"Harness open data and participatory research in tracking the resilience of indigenous communities facing climate-driven displacement and conflict, ensuring their voices, knowledge systems, and rights are central in shaping sustainable solutions.",,,,False,26.7468,87.1834,,SUMARG NEPAL,Kalabanjar,tracking-resilience-of-indigenous-bodies-for-environmental-sustainability-tribe,https://www.facebook.com/share/p/15H1sMawJu/,,
2025-03-06,Training workshop on setting up an  open data repostiory on emergency crisis (MPOX and Ebola) by  Librarians of public libraries,,To ease access to open data on emergency crisis like  Ebola and Mpox which is currently threatening the lives of Ugandans and the region,,,,False,0.332167,0.285613,,IASSIST - Africa; Dr. Winny Nekesa Akullo  (IASSIST-Africa regional Workshop)- secretariat@iassistafrica.org;nekesawinny@gmail.com; +256782422047,Kampala - Uganda,training-workshop-on-setting-up-an-open-data-repostiory-on-emergency-crisis-mp,http://www.iassistafrica.org,,
2025-03-03,Transformación Digital y Datos Abiertos Como Elemento Clave Para la Transparencia - Open Data Week Guatemala,,"Sensibilizar y capacitar al sector público sobre la importancia de los datos abiertos desagregados en el marco de la transformación digital, para atender eficazmente las demandas ciudadanas de información transparente y detallada.",,,,False,14.6369658,-90.5155807,,Comisión Presidencial de Gobierno Abierto y Electrónico,Ciudad de Guatemala,transformacion-digital-y-datos-abiertos-como-elemento-clave-para-la-transparenci,,,
2025-03-04,WhoFundsThem report launch,,Open data on the influence of money in UK politics. Join us for an exploration into who funds our politicians and how to safeguard democracy.,,,,False,51.507351,-0.127758,,mySociety,Online,whofundsthem-report-launch,https://www.eventbrite.co.uk/e/whofundsthem-report-launch-panel-discussion-registration-1110336840379,,
2025-03-08,Wikimediaで山鹿豊前街道を千代に八千代に,,きれいな豊前街道街並みを写真オープンデータで残す,,,,False,33.01693,130.688632,,Code for Kumamoto,"Yamaga-shi, Kumamoto 8610541 JAPAN",wikimediadeshan-lu-li-qian-jie-dao-woqian-dai-niba-qian-dai-ni,https://iodd2025kumamoto.peatix.com/,,
2025-03-08,YOKOHAMA International Open Data Day 2025,,"We plan to invite experts to present sessions on the latest initiatives in the use of open data, EBPM (evidence-based policy making), and improving wellbeing.",,,,False,35.543416,139.575466,,Code for YOKOHAMA,"Yokohama,Japan",yokohama-international-open-data-day-2025,https://yokohama-iodd2025.peatix.com/view,,
2025-03-01,روز دادهٔ آزاد ۱۴۰۳ - رسانه نرم‌افزار آزاد,,we record a podcast about Open data and play for our subscriber in Peertube and Telegram,,,,False,35.688158,51.365514,,رسانه نرم‌افزار آزاد,Tehran (Online),rwz-ddh-azd-1403-rsnh-nrmfzr-azd,https://t.me/Unrivaledir,,
2025-03-07,روز دادهٔ آزاد ۱۴۰۳ آزادان,,بررسی اهمیت و راهکارهای تولید و استفاده از داده‌های آزاد,,,,False,35.699752,51.338049,,آزادان / مصطفی آهنگرها,Tehran (or online),rwz-ddh-azd-1403-azdn,https://odd1403.azad-on.com/,,
2025-03-03,いまさら聞けないオープンデータの話〜とはから活用まで〜 #OpenDataDay #ODD2025,,自治体職員や地域のデジタル化・スマートシティ推進に関わる方々を対象に、オープンデータの本質を理解し、活用の幅を広げること,,,,False,35.689487,139.691711,,一般社団法人シビックテックジャパン　https://www.civictech.jp/,online,imasarawen-kenaiopundetanohua-tohakarahuo-yong-made-opendataday-odd2025,https://connpass.com/event/344914/,,
2025-03-02,オープンデータデイいしかわ2025 OpenDataDay Ishikawa 2025,,オープンデータの啓蒙とデータの利活用、特に地図情報の扱い方の習得,,,,False,36.55295464,136.6484723,,"Kanazawa Civic Tech Committee, Kanazawa City",金沢未来のまち創造館 多目的室1,opundetadeiisikawa2025-opendataday-ishikawa-2025,https://kanazawa-civic-tech.jp/news/1261/,,
2025-03-01,公共交通オープンデータ最前線2025,,公共交通オープンデータの整備・活用などに関する取組紹介・交流,,,,False,35.714125,139.761769,,一般社団法人日本バス情報協会,東京,gong-gong-jiao-tong-opundetazui-qian-xian-2025,https://iodd2025.peatix.com/,,
